# CREATED_DATE: 2023-03-21T23:03:01.407Z
# MODIFIED_DATE: 2023-07-29T15:22:56.381Z
# STATUS: Watch
# OBS_GROUP: Unknown
# NON_DETECT_BAND: ACAM1 - cyan
# BEST_SPEC_CLASS: None
# PHOTO_CLASS: None
# CONTEXT_CLASS: SN
# BEST_SPECTRUM: None
# HOST: Host: SDSSJ115126.99+192246.9; (11:51:27.00, +19:22:46.88)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2023dui
# RA: 177.86252757806534
# DEC: 19.380244706641538
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2023-03-21T00:00:00Z
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2023-02-23T12:28:06Z
# NON_DETECT_LIMIT: 19.51
# MW_EBV: 0.038
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: 13CYSEarv/60024/1115127021192248900_60024.494_125702681_76_target.jpeg
# POSTAGE_STAMP_REF: 13CYSEarv/60024/1115127021192248900_60024.494_125702681_76_ref.jpeg
# POSTAGE_STAMP_DIFF: 13CYSEarv/60024/1115127021192248900_60024.494_125702681_76_diff.jpeg
# POSTAGE_STAMP_FILE_FITS: 13CYSEarv/60024/1115127021192248900_60024.494_125702681_76_target.fits
# POSTAGE_STAMP_REF_FITS: 13CYSEarv/60024/1115127021192248900_60024.494_125702681_76_ref.fits
# POSTAGE_STAMP_DIFF_FITS: 13CYSEarv/60024/1115127021192248900_60024.494_125702681_76_diff.fits
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: None
# POINT_SOURCE_PROBABILITY: 0.0
# ALT_STATUS: GOOD
# SLUG: 2023dui
# REAL_BOGUS_SCORE: 0.998977
# HAS_HST: False
# HAS_SPITZER: None
# HAS_CHANDRA: True
# TAGS: [29, 46]

VARLIST:  MJD        FLT  FLUXCAL   FLUXCALERR    MAG     MAGERR     MAGSYS   TELESCOPE    INSTRUMENT   DQ
OBS:      60019.511  i  1376.306  122.785  19.653  0.089  None  Pan-STARRS1  GPC1  None
OBS:      60024.491  g  425.599  135.824  20.927  0.319  None  Pan-STARRS1  GPC1  None
OBS:      60024.494  i  1452.840  182.813  19.595  0.126  None  Pan-STARRS1  GPC1  None
OBS:      60029.367  g  345.839  85.414  21.153  0.247  None  Pan-STARRS1  GPC1  None
OBS:      60029.367  g  345.839  85.414  21.153  0.247  None  Pan-STARRS1  GPC1  None
OBS:      60029.369  r  735.806  106.090  20.333  0.144  None  Pan-STARRS1  GPC1  None
OBS:      60029.369  r  735.806  106.090  20.333  0.144  None  Pan-STARRS1  GPC1  None
OBS:      60034.345  i  1444.109  256.678  19.601  0.193  None  Pan-STARRS1  GPC1  None
OBS:      60034.345  i  1629.146  347.651  19.470  0.232  None  Pan-STARRS1  GPC1  None
OBS:      60061.251  i  816.422  598.015  20.220  0.732  None  Pan-STARRS1  GPC1  None
OBS:      60076.371  z  480.251  179.650  20.796  0.374  None  Pan-STARRS1  GPC1  None
OBS:      60078.350  g  88.656  87.682  22.631  0.989  None  Pan-STARRS1  GPC1  None
OBS:      60088.370  i  379.647  396.061  21.052  1.043  None  Pan-STARRS1  GPC1  None
OBS:      60088.373  g  86.231  298.925  22.661  3.467  None  Pan-STARRS1  GPC1  None
OBS:      60112.276  r  262.187  76.119  21.453  0.290  None  Pan-STARRS1  GPC1  None
OBS:      60112.276  r  262.187  76.119  21.453  0.290  None  Pan-STARRS1  GPC1  None
OBS:      60112.279  g  138.687  111.068  22.145  0.801  None  Pan-STARRS1  GPC1  None
OBS:      60113.275  r  250.073  52.091  21.505  0.208  None  Pan-STARRS1  GPC1  None
OBS:      60113.275  r  250.073  52.091  21.505  0.208  None  Pan-STARRS1  GPC1  None
OBS:      60113.277  g  120.460  52.985  22.298  0.440  None  Pan-STARRS1  GPC1  None
OBS:      60115.294  g  157.658  247.102  22.006  1.567  None  Pan-STARRS1  GPC1  None
OBS:      60124.271  r  333.440  172.434  21.192  0.517  None  Pan-STARRS1  GPC1  None
OBS:      60124.273  z  223.374  191.391  21.627  0.857  None  Pan-STARRS1  GPC1  None
OBS:      60128.295  i  460.483  174.305  20.842  0.379  None  Pan-STARRS1  GPC1  None
OBS:      60128.297  r  393.696  208.722  21.012  0.530  None  Pan-STARRS1  GPC1  None
OBS:      60131.324  r  549.105  396.989  20.651  0.723  None  Pan-STARRS1  GPC1  None
OBS:      60133.272  i  233.659  162.353  21.578  0.695  None  Pan-STARRS1  GPC1  None
OBS:      60133.274  r  189.360  166.153  21.807  0.877  None  Pan-STARRS1  GPC1  None
OBS:      60136.272  g  120.802  223.951  22.295  1.854  None  Pan-STARRS1  GPC1  None
OBS:      60136.274  z  134.765  766.713  22.176  5.689  None  Pan-STARRS1  GPC1  None
OBS:      60140.278  g  215.902  298.458  21.664  1.382  None  Pan-STARRS1  GPC1  None
OBS:      60151.273  g  211.437  316.802  21.687  1.498  None  Pan-STARRS1  GPC1  None
OBS:      60151.276  z  544.776  675.689  20.659  1.240  None  Pan-STARRS1  GPC1  None
OBS:      60154.269  r  176.036  423.841  21.886  2.408  None  Pan-STARRS1  GPC1  None
OBS:      60154.272  z  116.980  542.463  22.330  4.637  None  Pan-STARRS1  GPC1  None
OBS:      59997.243  cyan-ATLAS  1.624  0.244  19.774  0.163  None  ATLAS  HKO  None
OBS:      59998.464  cyan-ATLAS  1.352  0.182  19.972  0.146  None  ATLAS  HKO  None
OBS:      59998.520  cyan-ATLAS  1.706  0.399  19.720  0.254  None  ATLAS  HKO  Bad
OBS:      60001.327  cyan-ATLAS  1.892  0.184  19.607  0.106  None  ATLAS  HKO  None
OBS:      60001.527  cyan-ATLAS  1.853  0.183  19.630  0.107  None  ATLAS  HKO  None
OBS:      60003.963  orange-ATLAS  2.575  0.286  19.273  0.121  None  ATLAS  HKO  None
OBS:      60005.275  cyan-ATLAS  1.006  0.244  20.294  0.263  None  ATLAS  HKO  None
OBS:      60007.948  orange-ATLAS  3.183  0.689  19.043  0.235  None  ATLAS  HKO  None
OBS:      60013.261  orange-ATLAS  2.286  1.316  18.313  5.000  None  ATLAS  HKO  None
OBS:      60014.361  orange-ATLAS  2.114  0.413  19.487  0.212  None  ATLAS  HKO  None
OBS:      60015.944  orange-ATLAS  1.942  0.307  19.580  0.172  None  ATLAS  HKO  None
OBS:      60017.426  orange-ATLAS  1.823  0.148  19.648  0.088  None  ATLAS  HKO  None
OBS:      60018.456  orange-ATLAS  35.741  33.690  14.960  5.000  None  ATLAS  HKO  None
OBS:      60019.997  orange-ATLAS  1.380  0.363  19.951  0.286  None  ATLAS  HKO  Bad
OBS:      60021.391  orange-ATLAS  1.740  0.156  19.698  0.097  None  ATLAS  HKO  None
OBS:      60022.370  orange-ATLAS  1.872  0.235  19.619  0.136  None  ATLAS  HKO  None
OBS:      60025.220  orange-ATLAS  1.907  0.230  19.599  0.131  None  ATLAS  HKO  None
OBS:      60026.451  orange-ATLAS  1.054  0.479  19.309  5.000  None  ATLAS  HKO  None
OBS:      60029.321  orange-ATLAS  1.512  0.160  19.851  0.115  None  ATLAS  HKO  None
OBS:      60001.329  Unknown  1916.020  308.826  19.294  0.175  None  Unknown  Unknown  None
OBS:      60022.497  w  1028.016  28.405  19.970  0.030  None  Pan-STARRS2  GPC2  None
# END: 
