ztf_object_id,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls
ZTF21aagkxnb,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aagkzxe,None,None,None,None,None,None,None,None,None,None
ZTF21aaglanf,None,SN Ia-91T-like,None,None,None,None,None,None,None,None
ZTF21aaglayo,SN Ia,None,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21aaglcat,None,None,None,None,None,SN Ia,None,None,None,SN Ia-91T-like
ZTF21aaglccp,None,SN Ia-91T-like,None,SN Ia,None,None,None,None,None,None
ZTF21aaglgcb,None,SN II,None,None,None,None,None,None,SN Ia,None
ZTF21aaglmln,None,None,None,None,SN Ia-91T-like,None,None,None,None,None
ZTF21aagmecm,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aagmgds,SN Ia,None,None,None,None,None,None,None,SN Ia,SN Ia
ZTF21aagmhzg,SN Ia,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21aagmjby,None,SN Ia,SN Ia,SN IIb,None,SN Ia,None,None,None,None
ZTF21aagmoqw,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF21aagmqic,None,SN II,SN IIn,None,SN II,None,None,None,None,None
ZTF21aagmqux,None,None,None,None,None,None,None,None,None,None
ZTF21aagmqwj,None,None,None,None,None,None,None,None,None,SN Ia-91bg-like
ZTF21aagmrly,SN Ia,None,None,None,SN Ia-91T-like,None,SN IIn,SN Ia-91T-like,None,None
ZTF21aagmrvg,None,None,SN Ib,None,None,SN Ia,None,None,None,SN Ia-91T-like
ZTF21aagmrvn,None,None,None,None,SN Ia,SN Ia,None,SN Ia,None,None
ZTF21aagmryd,None,SN Ia,None,None,None,None,None,None,SN IIP,SN II
ZTF21aagmrym,SN Ia-91T-like,None,None,None,None,None,None,SN Ia,SN II,SN Ia
ZTF21aagmskf,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia
ZTF21aagnbsu,None,None,SN Ia,SN II,None,None,None,None,None,None
ZTF21aagnvvk,None,SN Ia,SN I,SN Ia,None,None,None,None,None,None
ZTF21aagnwkk,SN II,None,None,None,None,None,None,SN Ia,SN Ia,None
ZTF21aagnwsn,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF21aagnxdt,None,None,None,None,None,None,SN Ibn,SN Ia,SN II,None
ZTF21aagnzjy,None,None,None,None,SN Ia,SN Ia,None,SN Ic,None,None
ZTF21aagocor,SN Ia,None,None,None,None,None,SN Ia,None,None,None
ZTF21aagocpb,SN Ia,None,None,SN II,None,None,None,SN Ia,None,SN II
ZTF21aagocxm,None,SN Ia-91T-like,None,None,None,None,None,None,None,None
ZTF21aagoeny,None,SN Ia,None,None,SN Ia,None,None,SN Ia-91T-like,None,None
ZTF21aagogqe,SN Ia,None,None,None,None,None,SN II,SN Ia,None,None
ZTF21aagogrx,None,None,SN Ia,None,None,SN Ib,None,None,None,None
ZTF21aagoihc,SN Ia,SN Ia,None,None,None,None,None,None,SN Ia,None
ZTF21aagojfe,None,None,SN Ia,None,None,None,SN IIP,None,None,None
ZTF21aagojoi,SN Ia,None,None,SN Ia,None,None,None,SN IIn,None,SN Ia
ZTF21aagoliy,None,None,None,None,None,None,SN Ib,None,SN Ia,None
ZTF21aagolmt,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None
ZTF21aagolqa,SN Ia-91T-like,None,None,SN II,None,SN II,None,None,SN Ia,None
ZTF21aagomio,None,None,None,SN Ia,None,None,None,SN Ia,None,None
ZTF21aagoqez,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aagpbkj,None,None,None,SN Ia,None,None,None,SN Ia,None,SN Ia
ZTF21aagpdzy,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aagqcfs,None,None,None,None,SN Ia,None,None,None,SN II,None
ZTF21aagqkwo,SN Ia,SN Ia,None,None,None,None,None,None,None,SN Ia
ZTF21aagqmof,SN Ia,SN II,None,None,None,None,None,None,None,None
ZTF21aagqpwj,None,None,None,None,SN II,SN Ia,None,None,None,None
ZTF21aagrbpi,None,None,SN Ia,None,None,None,None,None,None,SN Ia
ZTF21aagrhot,SN Ia,None,None,SN Ia,None,None,None,None,None,None
ZTF21aagriaz,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aagrimf,None,SN II,None,SN Ia,None,None,None,None,None,None
ZTF21aagrjag,None,None,None,SN II-pec,None,None,None,None,None,None
ZTF21aagrlhi,None,None,None,None,SN Ia-pec,SN Ia,SN Ia,None,None,None
ZTF21aagrzwe,None,None,SN II,None,SN Ia,None,None,None,None,None
ZTF21aagsbcb,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21aagsbot,None,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21aagsbvu,None,None,None,SN Ia,None,None,None,SN Ia,None,None
ZTF21aagscbh,SN Ia,None,None,None,None,None,None,None,None,SN Ia
ZTF21aagsceu,None,SN Ib,None,None,SN IIb,None,None,None,SN Ia,None
ZTF21aagsfjy,None,None,None,SN Ia,None,None,None,SN I,None,None
ZTF21aagsfzc,None,None,AGN,None,None,None,SN II,None,None,None
ZTF21aagshha,None,None,None,SN Ia,SN II,None,None,None,None,None
ZTF21aagshio,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aagsigt,None,None,SN Ia,SN Ia,None,None,None,None,None,None
ZTF21aagsjfx,None,None,SN Ia,None,SN IIb,SN Ia,None,None,None,None
ZTF21aagsjsj,None,None,None,SN Ia,None,SN Ib,None,None,None,SN Ia
ZTF21aagskhr,None,None,None,SN Ia,None,None,SN Ia,SN Ia,SN II,None
ZTF21aagskpt,None,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF21aagswvs,SN Ia,None,None,None,SLSN-I,None,SN Ia,SN Ia,None,SN Ia
ZTF21aagswze,None,None,None,None,None,None,SN II,None,SN Ia,None
ZTF21aagsynt,SN Ia,None,None,None,None,AGN,SN Ia,SN Ia-91T-like,None,None
ZTF21aagsypp,SN Ia,SN Ia,SN Ia,None,None,SN IIb,None,None,SN II,SN Ia
ZTF21aagtbfr,None,None,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21aagtceu,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21aagtcgb,None,None,None,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia
ZTF21aagtcou,None,None,SN II,SN Ia,None,None,None,None,SN Ia,None
ZTF21aagtcpp,None,None,None,None,None,None,SN Ia,None,SN Ia,None
ZTF21aagtcri,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aagtcsj,SN II,None,SN Ia,None,None,SN Ib,None,None,None,None
ZTF21aagtcvb,SN Ia,SN Ia,None,None,SN Ia,None,None,SN Ia,None,None
ZTF21aagtdwx,None,None,None,None,None,None,SN Ib,None,None,None
ZTF21aagtekf,None,None,None,SN Ia,None,SN Ia-91T-like,None,None,None,SN II
ZTF21aagteny,SN Ia,SN II,None,None,None,None,SN Ia,None,None,None
ZTF21aagtepb,None,None,None,None,SN Ia,None,None,SN II,None,None
ZTF21aagtepk,SN Ia,SN Ia,None,None,None,None,SN Ia,None,SN Ia,None
ZTF21aagtexi,None,SN Ia,None,None,None,None,SN Ia,SN Ia,None,SN Ia
ZTF21aagtgoj,None,None,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21aagtill,None,None,None,None,None,None,SN Ia,SN IIb,None,None
ZTF21aagtlwu,None,None,SN Ibn,None,None,None,None,None,None,SN Ia
ZTF21aagtlxw,SN Ia,None,SN Ic-BL,SN Ia,None,None,SLSN-I,None,None,SN Ia
ZTF21aagtmgw,None,None,SN II,None,None,None,None,None,SN IIn,None
ZTF21aagtmmp,None,None,SN Ic-BL,None,None,None,None,None,None,None
ZTF21aagtoic,None,None,None,None,None,None,SN II,None,SN Ia,None
ZTF21aagtooe,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aagtops,None,None,None,None,None,None,None,None,SN Ia,SN II
ZTF21aagtoyj,SN II,None,None,None,None,TDE,None,None,None,None
ZTF21aagtqgq,None,SN Ia,SN II,None,None,None,SN Ia-91T-like,None,None,None
ZTF21aagtqhl,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN II,SN Ia
ZTF21aagtqna,None,None,SN Ia,SN Ia,None,None,SN Ia,None,None,SN Ia
ZTF21aagtquu,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aagtrkk,None,None,None,None,SN Ia,None,None,None,None,SN Ib
ZTF21aagtrkn,SN Ia,None,SN IIn,None,None,None,SN Ia,SN Iax[02cx-like],SN Ia,None
ZTF21aagtrrw,None,SN Ia,None,None,SN Ia,None,None,None,None,SN Ia
ZTF21aagtsla,None,None,SN Ia,None,None,None,SN Ia-pec,None,None,None
ZTF21aagtuzm,SN Ia,None,SN II,None,SN Ia,None,None,SN Ia,SN Ia,SN II
ZTF21aaguogc,SN Ia-91T-like,None,SN II,None,SN Ib-pec,None,None,SN Ia,None,SN IIP
ZTF21aagvckc,None,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF21aagxmcs,None,None,SN Ia,SN Ia,None,None,SN Ia,None,None,None
ZTF21aagxmfv,None,None,SN Ia,SN Ia,None,SN Ia,None,None,None,SN Ia
ZTF21aagxott,None,SN Ia-91T-like,None,SN Ia,None,SN Ia,SN Ia,None,SN Ia,None
ZTF21aagxuyk,None,None,SN Ia,SN Ib,None,None,None,None,SN Ibn,None
ZTF21aagxvul,SN Ia,None,None,SN IIn,None,SN Ia,SN II,SN Ia,None,None
ZTF21aagyclm,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None,SN Ia
ZTF21aagyclx,SN Ia,SN Ia,None,SN Ia,SN Ia,None,None,None,SN II,None
ZTF21aagycmk,SN Ia,None,None,None,SN Ia,None,None,SN Ia,None,None
ZTF21aagycoa,SN Ia,SN II,SN Ia,None,None,None,None,None,SN Ia,None
ZTF21aagycrc,SN Ia,None,None,None,None,SN IIn,None,None,None,None
ZTF21aagyewh,SN Ibn,SN IIn,None,None,None,None,None,None,SN II,None
ZTF21aagygzv,SN Ia,None,None,SN IIP,SN Ia-91T-like,None,None,None,None,None
ZTF21aagyhax,SN Ia,None,SN Ia,SN Ia,SN Ia,None,None,SN II,None,None
ZTF21aagyidr,None,None,SN Ia,None,SN Ia,None,None,SN Ia,None,None
ZTF21aagyrvh,None,None,SN Ia,None,SN Ia-91T-like,None,None,None,None,None
ZTF21aagyscx,None,SN II,None,None,None,None,SN Ia,None,None,None
ZTF21aagysdv,None,None,SN Ia,None,None,SN II,SN II,SN Ia,None,SN II
ZTF21aagyuwh,SN Ia,None,SN Ia,None,None,None,None,None,None,None
ZTF21aagyvad,None,None,SN Ia,None,SN Ia,None,SN Ia,None,None,None
ZTF21aagyvrm,None,None,SN Ia,None,SN Ia,None,SN Icn,SN Ia,SN Ia,SN IIb
ZTF21aagyvtq,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,None,None
ZTF21aagyvvs,None,SN Ia,None,SN Ia,None,None,None,None,None,None
ZTF21aagywhf,None,SN Ia,SN Ia-91T-like,None,None,None,None,None,SN Ia,SN Ia
ZTF21aagywwv,SN Ia,None,None,None,SN Ia,None,SN I,None,TDE,None
ZTF21aagywxx,SN Ia,SN Ia,None,None,SN Ia,None,None,SN Ic-BL,None,None
ZTF21aagyxbb,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aagyxgr,SN Ia,None,None,None,None,None,None,SN Ia,None,None
ZTF21aagyxhz,None,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF21aagzzce,None,None,None,None,None,SN Ia,SN Ia,None,None,SN Ia
ZTF21aahaksd,None,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None
ZTF21aahaqaa,SN Ia,SN Ia-91T-like,None,None,None,SN Ia,None,None,SN IIb,None
ZTF21aahbatg,None,None,SN Ia,SN Ia,None,None,None,None,SN II,SN Ia
ZTF21aahbsfe,None,None,None,SN Ia,None,None,None,None,SN Ia,None
ZTF21aahccrk,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21aahcldr,None,None,None,None,SN II,None,None,None,None,None
ZTF21aahclyf,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aahczlb,SN Ia,None,None,None,SN II,None,None,None,None,None
ZTF21aahdeii,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aahdpqu,None,SN Ia,SN Ia,SN Ia,SN Ia,None,None,SN Ia,None,None
ZTF21aahdpvi,None,SN Ia-91T-like,None,None,SN Ia,None,SN Ib,None,SN Ia-CSM,None
ZTF21aahdrvj,None,None,None,None,SN Iax[02cx-like],None,SN Ia-91bg-like,SN II,SN Ia,None
ZTF21aahdrvq,None,SN Ia,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21aahdryk,SN Ia,None,None,SN Ia,None,None,None,None,None,None
ZTF21aahdshq,None,None,SN Ia,None,SN Ia,None,None,None,None,SN Ia
ZTF21aahejvw,None,SN Ia,None,None,None,None,SN II,SN Ia,None,None
ZTF21aaheulr,None,None,None,None,None,None,None,None,SN Ia-pec,None
ZTF21aahevxo,None,SN Ia,SN Ia,None,SN II,SN Ia,SN Ia,None,None,SN Ic-BL
ZTF21aahevzr,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21aahfbhl,None,SLSN-I,None,None,None,None,None,None,None,None
ZTF21aahfblr,SN Ia-pec,None,None,None,None,None,SN Ia,None,None,None
ZTF21aahfhjr,None,None,None,None,None,None,None,SN II,None,SN Ia
ZTF21aahfizx,SN Ia,None,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21aahfjbs,SN IIn,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aahfjcp,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aahfjlo,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aahfjrr,None,SN Ia,SN,None,None,None,None,None,None,None
ZTF21aahflaj,None,None,SN Ia-pec,None,None,None,SN Ia,None,None,SN Ia
ZTF21aahfqxb,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF21aahfrmd,None,None,None,SN II,None,None,None,None,None,None
ZTF21aahgrmw,None,SN Ia,None,None,None,SN Ia-91bg-like,None,SN Ia,SN Ia,None
ZTF21aahhkyb,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21aahhmev,None,SN II,SN Ia,AGN,None,None,None,None,None,None
ZTF21aahjmry,None,None,None,None,None,None,None,None,None,None
ZTF21aahjuxg,None,SN Ia,SN Ia,None,SN II,None,None,None,None,None
ZTF21aahjzav,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aahjzqz,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21aahkcsq,None,None,SN Ia,SN Ia,None,None,None,None,None,SN Ib
ZTF21aahkvem,None,SN Ia,SN II,None,None,SN Ia-91T-like,None,None,SN Ia,SN Ia
ZTF21aahmxfs,None,None,None,SN II,None,None,None,None,SN Ia,None
ZTF21aahmxsq,None,None,None,None,None,None,None,SN Ia,SN Ia,SN Ia
ZTF21aahnipv,SN Ia,None,SN Ia,None,None,SN Ia,SN IIn,None,None,None
ZTF21aahnkgl,None,None,None,SN Ia,None,None,SN Ia,None,None,None
ZTF21aahnkrs,None,None,None,None,None,SN II,None,None,SN Ia,None
ZTF21aahnkut,None,None,None,None,None,None,SN Ia,SN Ia,SN Ia,None
ZTF21aahnlgc,None,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,None,SN Ia-pec
ZTF21aahnpyt,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None
ZTF21aahnqnn,None,SN Ia,None,SN Ia,SN II,None,None,None,None,SN Ia
ZTF21aahpakt,None,None,SN Ia,None,None,None,None,None,None,SN Ia
ZTF21aahpdum,None,None,None,None,SN I,None,None,None,None,None
ZTF21aahpoxv,None,SN Ia,None,None,None,SN II,None,None,SN Ia,None
ZTF21aahpsbx,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21aahpsfj,SN Ia,None,SN II,None,None,SN Ia,SN Ia,None,None,None
ZTF21aahpsjq,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None,None
ZTF21aahpsxt,None,None,None,SN Ia,None,None,SN Ia,SN Ia,None,SN Ia-91T-like
ZTF21aahptim,None,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21aahpxww,None,None,None,None,None,None,SN II,SN II,None,None
ZTF21aahpzqi,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None,None,None,None
ZTF21aahqejb,None,SN Ia,None,None,None,None,SN Ia,None,None,None
ZTF21aahqhnz,None,None,SN Ia-91bg-like,None,None,None,None,None,None,None
ZTF21aahqlbt,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aahrnpv,None,None,None,None,None,None,None,None,None,None
ZTF21aahrpja,None,None,SN Ia,None,None,None,SN Ia,None,SN Ia,None
ZTF21aahsqng,SN Ia,None,SN Ia,None,None,SN Ia,None,None,None,SN II
ZTF21aahsqsu,None,None,None,None,SN Ia-91T-like,None,None,None,SN Ia,None
ZTF21aahvksh,SN Ia,None,None,None,None,None,None,SLSN-II,None,None
ZTF21aahvuvi,None,None,SN II,None,None,None,None,None,None,None
ZTF21aahwcch,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21aahzspd,None,None,SN II,None,None,None,None,None,None,None
ZTF21aaiaijx,SN II,None,None,None,SN Ia,None,None,None,None,None
ZTF21aaiakdf,None,None,None,SN Ia,None,SN Ia,None,None,SN Ia,SN II
ZTF21aaiapvf,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aaiaqhh,None,SN Ic,None,SN Ia,None,None,None,SN II,None,SN II
ZTF21aaiarmq,None,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF21aaiblte,SN Ia,SN Ia,SN Ia,None,SN II,None,SN Ia,SN Ia,None,None
ZTF21aaifuub,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aaifwnh,SN II,None,None,None,None,None,None,SN Ia,None,None
ZTF21aaifyvi,None,SN Ia,None,SN Ia,None,None,SN Ia,None,SN Ia,None
ZTF21aaifzqn,SN Ia,None,None,None,None,None,None,None,None,SN Ia
ZTF21aaigdly,None,SN Ib,None,None,None,SN IIb,AGN,None,None,None
ZTF21aaigndt,SN Ia,None,None,SN Ia,None,None,None,None,None,None
ZTF21aaigqir,None,None,None,None,None,SN Ia,SN II,None,None,None
ZTF21aaihijq,None,None,None,SN Ia,None,None,None,SN Ia,SN Ia,None
ZTF21aaiimkv,None,SN Ib,None,SN Ib-pec,SN Ia,None,None,None,SN II,None
ZTF21aaiipnf,SN Ia,SN Ia,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21aaijkpx,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aaijnza,None,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF21aaikpnj,None,SN Ia-91T-like,None,None,None,None,None,None,SN Ia,SN Ia
ZTF21aaintqz,None,None,SN Ia,SLSN-II,SN Ia,None,SN Ia,SN Ia,None,None
ZTF21aaiqbqz,None,None,None,SN II,SN Ia,None,None,SN Ia,None,None
ZTF21aairadl,None,None,None,None,None,None,SN Ia,SN Ia,None,SN Ic-BL
ZTF21aairnkq,None,None,SN Ia,SN Ia-pec,None,SN Ia,None,SN Ia,None,None
ZTF21aaisube,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aaisuss,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aaitklw,None,None,None,None,None,None,None,None,None,None
ZTF21aaitrln,None,None,None,None,None,None,None,None,None,None
ZTF21aaitsgd,None,None,None,None,None,None,SN II,None,None,None
ZTF21aaityjv,None,SN Ia,SN Ia,SN Ia,None,None,None,SN Ia,None,None
ZTF21aaityxb,None,None,None,None,None,None,None,None,None,None
ZTF21aaitzue,SN Ia,SN IIn,SN Ia-91T-like,None,None,SN Ia,SN Iax[02cx-like],None,None,None
ZTF21aaivbei,None,None,None,None,None,None,SN Ia,SN Ia,None,SN Ia
ZTF21aaiwlyy,SN II,None,SN Ia,None,None,None,SN Ia,None,SN Ia,None
ZTF21aaixlfe,None,None,SN Ia,None,None,SN Ia,None,SN Ia,SN Ia,SN II
ZTF21aaizvrv,None,None,None,SN Ia,None,None,None,None,SN Ia,None
ZTF21aaizyqc,None,None,None,SN II,None,SN Ia,None,None,SN Ia,None
ZTF21aajadli,None,CV,SN Ia,None,None,None,None,None,None,None
ZTF21aajaiud,None,None,None,None,SN Ia,SN Ib,SN Ia,None,SN Ia,None
ZTF21aajawri,SN Ia,None,None,None,None,None,SN Ia,None,None,None
ZTF21aajaxbc,None,None,None,None,None,SN II,None,None,None,SN II
ZTF21aajbgex,SN Ia,None,None,None,SN Ia,None,None,None,None,None
ZTF21aajdbhw,None,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF21aajevjg,SN II,SN Ia,SN Ia,SN IIb,SN II,None,None,None,None,None
ZTF21aajfpwk,None,None,None,None,None,None,None,None,None,None
ZTF21aajfqxi,None,None,SN Ia,None,None,None,None,SN Ia-91T-like,SN Ia,None
ZTF21aajgdpo,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aajglah,None,SN II,None,None,None,SN IIn,SN Ia,None,None,None
ZTF21aajmkhw,None,None,None,None,SN Ia,None,None,SN Ibn,None,None
ZTF21aajmkrd,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aajswnl,None,SN IIn,SN Ia,None,SLSN-I,SN Ia,None,None,None,None
ZTF21aajsxcy,None,None,None,SN Ia,None,None,None,None,None,None
ZTF21aajszrh,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aajtaiw,SN Ia,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF21aajtqmv,SN II,None,None,SN II,SN Ia,None,None,SN IIn,None,None
ZTF21aajuerd,None,None,SN Ia,None,SN Ia,None,None,None,SN Ia,SN Ia
ZTF21aajvtsq,None,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia,None,None
ZTF21aajvukh,None,None,SN II,SN Ia,None,SN Ia,None,None,None,SN Ia
ZTF21aajvuzg,None,SN Ia,SN Ia,SN Ia,None,SN Ia,None,SN Ia,None,None
ZTF21aajxjfi,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aajxkfu,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21aajxqsb,None,None,None,None,SN II,None,None,None,SN Ia,None
ZTF21aakdfat,None,None,None,SN Ia,SN II,None,None,None,TDE,None
ZTF21aakdvst,None,None,None,None,None,None,SN Ia,None,SN Ia,SN Ia
ZTF21aakerwn,None,None,None,SN Ia,None,SN Ia,SN Ia,None,SN II,None
ZTF21aakeszh,None,None,None,SLSN-I,SN II,SN Ia,None,None,None,SN Ia
ZTF21aakeyxf,None,None,SN Ia,SN Ia,SN I,None,None,None,SN II,None
ZTF21aakffwa,None,None,SN IIP,None,None,None,None,None,None,None
ZTF21aakfqwq,None,SN Ia,None,None,SN Ic,None,None,None,None,SN Ic
ZTF21aakgodr,SN II,None,SN Ia,None,SN Ia,None,None,None,None,None
ZTF21aakhofp,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21aakicjr,SN Ia,SN Ia,None,None,None,None,None,None,SN Ia,None
ZTF21aakigqr,SN Ia,SN Ia,SN Ia,SN II,None,None,None,SN Ia-91T-like,None,None
ZTF21aakigzu,SN Icn,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21aakijia,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21aakildf,None,None,SN Ia,None,None,SN Ia,None,None,SN Ia,None
ZTF21aakilyd,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aakiufw,None,None,None,SN Ia,None,None,SN Ib,None,SN Ia,None
ZTF21aakksgs,None,SN Ia,None,None,None,None,None,SN Ia,None,None
ZTF21aakmxhf,None,None,None,SN IIb,None,None,None,None,None,SN IIn
ZTF21aaknqxk,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21aakplky,SN Ia,None,SN Ia,None,SN Ia,None,None,SN Ia,SN Ia,SN IIb
ZTF21aaksawu,None,None,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,None
ZTF21aakupql,SN IIP,SN Ia,None,None,None,SN Ia,SN Ia-pec,SN Ia,None,SN II
ZTF21aakvhtz,SN Ia,None,None,SN Ia,None,None,None,None,None,None
ZTF21aakvrec,None,None,None,SN Ia,SN I,SN Ia,TDE,None,None,None
ZTF21aakvroo,None,SN Ia,None,None,None,None,SN Ia,None,None,None
ZTF21aakybgi,None,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF21aakyrok,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21aakysyw,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia,None
ZTF21aakytjh,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21aakytos,SN Ia,None,None,None,None,None,None,SN Ic,None,SN Ia
ZTF21aakzmaq,None,None,None,SN Ib,SN Ia-91T-like,None,None,SN II,SN Ia,None
ZTF21aakzold,None,SN II,None,None,None,None,None,None,None,None
ZTF21aalcsng,None,None,None,None,None,None,SN IIb,None,None,None
ZTF21aaldqvq,SN Ia,SLSN-I,None,None,SN Ia,None,None,SN Ia,SN II,None
ZTF21aaldwsp,None,None,None,None,None,None,None,None,None,None
ZTF21aaldxgp,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF21aalenaa,None,None,None,None,SN Ia,None,None,SN II,SN Ia,None
ZTF21aalepvi,None,None,SN Ib,SN II,None,None,None,None,SN Ia,SN Ia
ZTF21aalgaqj,None,SN Ibn,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21aalghef,SN Ia,None,None,SN Ia,None,None,None,SN Ia,SN Ia-91T-like,None
ZTF21aalghsu,None,None,None,SN Ia,None,SN I,None,SN II,None,SN Ia
ZTF21aalgiht,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aalgqsv,SN Ia,None,SN Ia,None,SN Ia,SN Ia,None,SN Ia,None,SN Ia
ZTF21aalgrcl,None,None,None,None,SN Ia-pec,SN Ia,None,None,SN Ia,None
ZTF21aalgsxw,SN I,SN Ia,SN II,SN Ia,SN Ia-91T-like,None,SN Ib,None,SN Ia,None
ZTF21aalgszc,None,None,SN II,None,None,SN Ia,None,SN Ia,None,None
ZTF21aalgtgc,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21aalhgqi,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21aalhqhx,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21aalhtgv,None,None,None,None,SN Ia,None,None,None,None,SN Ia
ZTF21aaliivu,SN IIb,None,None,None,None,None,None,None,None,None
ZTF21aalimtr,None,SN Ia,None,None,None,None,None,None,None,SN Ia-CSM
ZTF21aalimun,SN Ia,SN Ia,None,None,None,None,None,None,None,SN Ia
ZTF21aalimya,None,SN Ia,SN Ia,None,None,None,SN Ia,None,SN Ia,None
ZTF21aalinpe,None,None,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia,None
ZTF21aaljjvt,None,None,SN Ia,None,None,SN Ia,SN II,None,SN Ia,None
ZTF21aalkhrg,None,None,SN Ia,None,None,None,None,SN Ia,None,SN Ia
ZTF21aalkkan,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21aalkkmu,SN Ibn,None,None,None,None,None,None,SN Ia-91T-like,SN Ia,None
ZTF21aalkknv,SN Ia,None,SN I,None,None,None,None,SN Ia,None,None
ZTF21aalklsu,SN Ia,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF21aalkltz,None,SN Ia,SN Ia,None,None,None,None,None,None,None
