ztf_object_id,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls
ZTF21abebgfr,None,SN Ia,SN Ia,None,SN Ia,None,None,None,None,None
ZTF21abebkdu,None,None,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21abebqtu,None,None,None,SN II,None,None,SN Ia,None,None,None
ZTF21abeclof,None,None,SN Ia,None,None,None,SN Ia,None,None,None
ZTF21abecouz,SN Ia,None,SN Ia,None,None,SN Ia,SN Ia,None,None,None
ZTF21abecoyv,None,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia
ZTF21abedrfn,None,None,SN Ic-BL,None,SN Ia,None,None,None,None,SN Ia
ZTF21abedumq,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21abeduqi,None,None,None,None,SN IIb,None,None,None,None,None
ZTF21abedvkp,None,None,None,None,SN Ia,None,SN Ia,None,None,SN II
ZTF21abeecxs,None,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF21abeedmc,None,None,None,None,SN Ia,SN II,None,None,None,None
ZTF21abeguum,SN Ia,SN Ia,SN Ia,None,None,None,None,None,None,None
ZTF21abeimik,None,SN Ib,None,None,None,SN Ia,None,None,None,None
ZTF21abejemh,None,SN Ia,None,None,None,None,None,None,SN Ia,None
ZTF21abejfeo,None,SN IIb,SN Ia,None,None,None,SN Ia,SN Ia,None,None
ZTF21abenfxq,None,None,None,None,None,SN Ia,None,SN Ia,None,SN Ia
ZTF21abeokcr,None,None,None,None,None,SN Ia,SN Ia,None,None,None
ZTF21abeoqvu,None,SN Ia,None,None,None,SN Ia,SN II,None,None,None
ZTF21abeoxnw,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21abepiqg,None,None,None,None,None,SN Ia,None,None,SN II,CV
ZTF21abepqyt,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abeqmes,None,SN Ia,None,None,None,None,SN Ia,None,SN Ia,SN II
ZTF21abewpao,SN Ia,None,SN Ia,None,SN Ia,None,SN Ia,SN Ia,None,None
ZTF21abexlze,SLSN-I,None,SN Ia,SN Ia,None,None,SN Ia,None,SN II,None
ZTF21abexmbi,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,None,None,None
ZTF21abexmfa,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abezizj,SN II,None,None,None,None,SN Ia,None,SN Ia,SN II,None
ZTF21abezlqc,SN Ia,SN Ia,None,SN Ia-CSM,None,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN IIP
ZTF21abezyhr,SN IIb,SN II,None,None,None,None,None,None,None,SN II
ZTF21abfaqwp,None,None,None,None,None,SN Ia,SN Ia,SN Ia,None,None
ZTF21abfeecn,None,None,None,SN Ia,None,None,None,None,None,SN Ia
ZTF21abfiuqf,SN Ia,AGN,None,None,None,SN II,None,None,SN Ia,SN Ia
ZTF21abfjgwr,SN Ia,None,None,None,SN Ia,SN II,SN Ia,None,SN Ia,None
ZTF21abfjlxb,None,None,SN IIb,None,None,SN Ia,None,None,None,SN Ia
ZTF21abfjruq,None,None,SN Ia,None,None,None,SN Ia,None,SN Ia,None
ZTF21abflgyw,SN Ia,None,None,SN Ia,None,None,SN Ia,SN Ia,None,None
ZTF21abflmkk,None,SN Ia,None,None,None,SN II,None,None,SN Ia,SN IIP
ZTF21abfmbix,None,SN II,SN Ia,SN Ia,None,None,None,None,None,None
ZTF21abfmivl,None,None,None,SN Ia,None,SN II,None,None,None,None
ZTF21abfmnms,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21abfmuun,None,None,SN Ia-91T-like,SN II,None,None,SN Ic-BL,None,None,None
ZTF21abfnjya,None,None,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21abfoalf,None,SN Ia,None,None,None,SN Ia,None,None,SN Ia,None
ZTF21abfodha,None,None,None,None,SN II,None,None,None,IDXERROR,None
ZTF21abfokxd,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21abfotzm,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abfpgph,SN Ia,None,None,None,None,None,SN IIb,None,SN Ia,None
ZTF21abfuynz,None,None,None,SN II,None,SN Ia,None,SN Ia,None,None
ZTF21abfxhlw,None,None,None,None,None,None,None,TDE,None,None
ZTF21abfxhxm,None,None,None,SN II,None,SN Ia,None,None,None,None
ZTF21abfxjik,None,None,SN Ia,None,SN Ia,SN Ia,None,None,None,None
ZTF21abfxlvo,None,None,None,None,SN Ia-CSM,None,SN IIP,None,SN Ia,None
ZTF21abfxrpc,SN Ia-pec,None,None,None,SN II,None,None,SN Ia,None,SN Ia
ZTF21abfxwei,None,None,None,None,None,None,CV,Other,None,SN Ia
ZTF21abfyjkh,None,None,SN Ia,None,SN Ia,None,SN IIn,SN Ia,None,SN Ia
ZTF21abfyndn,None,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21abfyqtx,None,SN Ia,None,SN IIn,None,None,SN Ia,None,None,SN Iax[02cx-like]
ZTF21abfyxpf,None,None,SN Ia,None,None,SN II,None,None,SN Ia,None
ZTF21abfyzry,None,SN Ia,None,SN Ia,None,None,None,None,SN Ia,None
ZTF21abgecmw,None,None,SN Ia,None,None,None,SN II,None,SN Ia,None
ZTF21abgfsok,None,None,SLSN-I,None,SN Ia,None,SN Ia,None,None,None
ZTF21abghjno,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abgioho,SN II,None,None,SN Ia,None,None,None,None,SLSN-I,None
ZTF21abgjloo,SN Ia,None,None,SN Ia,SN Ia,None,SN II,None,None,SN Ia
ZTF21abgkcqn,SN IIn,SN Ia,None,SN II,SN Ia,None,None,SN Ia,None,SN Ia
ZTF21abgkexc,SN Ia,None,None,None,None,None,SN II,None,None,None
ZTF21abgxudc,SN II,None,SN Ia,None,None,None,SN Ia,SN Ia,None,None
ZTF21abgywux,SN Ia,None,SN Ia,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia
ZTF21abgzlyi,None,None,None,SN Ia,None,SN IIP,None,SN Ia-91T-like,None,SN II
ZTF21abgzyvg,SN Ia,None,None,None,SN Ia,SN Ia-pec,SN Ia,None,None,SN II
ZTF21abhaqju,None,None,None,SN II,SN Ia,SN Ia-CSM,None,None,SN Ia,None
ZTF21abhhrpj,SN Ia,None,None,None,SN Ia,SN Ia,None,None,SN Ia,None
ZTF21abhkeak,SN Ia,None,SN Ia,None,SN Ia,SN Ib,None,None,None,SN Ia
ZTF21abhrpaq,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21abhsiux,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abhspta,None,None,None,None,SN II,None,None,None,None,None
ZTF21abhtaiv,SN Ia,None,None,SN II,None,None,None,SN II,None,SN Ia
ZTF21abhtkiy,None,None,SN Ia,None,None,None,None,SN Ia,SN Ia,None
ZTF21abhtxvq,None,None,None,None,TDE,None,SN Ia,SN Ia,None,None
ZTF21abhuejc,SN Ia,None,SN Ia,None,SN Ia,SN Ia,SN II,SN Ia,None,SN Ia
ZTF21abhwrbh,None,SN II,None,None,SN Ia,SN Ia,None,None,None,SN Ia
ZTF21abhymom,None,SN Ia,None,None,None,None,None,None,None,SN Ia
ZTF21abhyrgk,SN Ia,SN Ia,None,None,None,None,SN IIb,None,None,None
ZTF21abhystr,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21abhyukx,None,None,SN II,None,SN Ia,SN Ia,None,None,None,None
ZTF21abhyyjq,None,None,None,None,None,None,SLSN-I,None,SN Ia,None
ZTF21abhzefc,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abhzicj,None,SN Ia,None,SN Ia,None,SN II,None,SN Ia,SN Ia,None
ZTF21abiaqrm,None,SN Ia,None,SN Ia,None,None,None,None,SN Ia,None
ZTF21abiaqua,None,None,None,SN Ia,SN Ia,None,None,SN Ia,SN Ia,SN Ia
ZTF21abiawat,SN Ia,None,None,None,SN Ia,None,None,None,None,None
ZTF21abiawcx,None,SN Ia,None,SN Ia,SN IIn,None,None,None,None,SN Ia
ZTF21abiawdx,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abiawge,None,None,None,None,None,None,None,None,SN Ia,None
ZTF21abiawhc,None,None,None,None,SN Ia,SN Ia,SN Ia,None,None,None
ZTF21abiawpf,SN Ia,None,None,None,SN II,SN Ia,None,None,None,None
ZTF21abiaxnv,None,None,None,SN Ia,None,None,SN Ia,None,SN Ia,SN II
ZTF21abicaaz,SN II,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21abidgin,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abidhpt,None,None,None,None,None,None,None,None,None,SN II
ZTF21abidikc,SN Ib,SN IIn,None,SN II,None,SN Ib-pec,None,None,None,None
ZTF21abidoss,None,SN Ia,None,None,None,None,None,SN Ia,None,None
ZTF21abidxwo,None,None,None,None,None,None,None,SN II,None,SN Ia
ZTF21abidyhu,None,None,SN II,None,None,None,SN Ia,None,SN Ia,SN Ia
ZTF21abietqu,None,None,None,SN Ia,None,None,None,None,SN II,SN Ia
ZTF21abieuta,SN Ia,None,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia,None
ZTF21abievmx,None,None,None,None,None,None,None,None,SN II,SN Ia
ZTF21abifgof,None,None,None,SN Ia-91T-like,None,None,SN IIn,None,None,None
ZTF21abifgyt,SN Ia,None,None,SN Ia,SN Ia,None,None,SN I,SN Ia,None
ZTF21abifpna,None,SN Ib-pec,SN Ia-91T-like,None,SN Ia,SN II,SN Ia,None,SN IIb,None
ZTF21abifrsi,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF21abifrsk,None,None,None,None,None,SN Ic-BL,None,None,None,None
ZTF21abifsyr,None,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF21abifxhe,None,SN Ia,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21abigboa,None,SN Ia,SN Ia,None,None,None,None,None,SN Ia,SN Ia
ZTF21abigefh,None,None,SN Ia,None,None,None,None,None,None,SN Ia
ZTF21abihrja,None,SN Ic,None,None,None,None,None,None,SN Ia,None
ZTF21abiiyay,None,None,SN Ia-pec,None,None,None,None,None,None,None
ZTF21abijcqe,None,None,None,SN Ia,SN Ia-91T-like,SN Ia,SN IIb,None,SN Ia,None
ZTF21abijcya,None,SN Ia,None,None,None,SN Ib,None,SN Ia,None,None
ZTF21abilydc,None,None,SN Ia,None,None,SN Ia,None,None,None,None
ZTF21abimztb,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abipqti,None,None,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21abipycg,None,None,SN Ic,None,None,None,None,None,None,None
ZTF21abiriaq,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21abiroxd,None,None,SN Ia,None,None,None,SN Ia,None,None,SN Ia
ZTF21abisowq,None,None,None,SN Ia,None,None,None,None,None,SN Ia
ZTF21abisrrc,None,None,None,None,None,None,None,None,None,None
ZTF21abitjlm,None,None,None,SN Ia,None,None,None,None,None,SN Ia
ZTF21abivdih,None,None,None,None,None,None,SN Ia,None,None,None
ZTF21abiwsxx,None,None,SN I,None,None,None,None,None,None,None
ZTF21abiwvlt,SN Ia,SN Ia,None,SN Ia,None,None,None,SN Ia,None,None
ZTF21abiwzhj,None,None,SN Ia,None,SN I,SN Ia,None,SN Ia,None,None
ZTF21abizhud,SN Ia,SN Ib,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21abizknl,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abizosi,SN II,SN Ia,SN II,None,None,None,None,None,SN Ia,None
ZTF21abizxkw,None,SN Ia,None,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia
ZTF21abizxrv,Other,None,SN Ia,None,None,None,SN Ia,None,SN Ia,SN Ia
ZTF21abjaksr,SN II,SN Ia,None,SN Ia,SN Ia,SLSN-II,None,None,SN Ia,SN II
ZTF21abjbswm,None,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF21abjbukd,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None,SN Ia
ZTF21abjcbsm,SN Ia,None,None,None,None,None,SN Iax[02cx-like],SN Ib,None,SN II
ZTF21abjciua,SN Ia,None,None,None,SN Ia,None,AGN,None,SN II,None
ZTF21abjcjmc,None,SN Ia,SN II,SN Ia,None,None,None,None,None,None
ZTF21abjcywh,None,None,None,None,None,None,None,SN Ia,SN Ia,None
ZTF21abjdcqh,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21abjdiok,None,None,SN IIn,None,SN Ia,None,SN Ia,None,None,SN Ia
ZTF21abjeyoh,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21abjgzrj,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abjhgmp,None,None,None,None,None,None,None,None,None,None
ZTF21abjkgjy,None,None,None,None,SN Ia,None,SN II,SN Ia,None,SN IIb
ZTF21abjplod,None,None,None,None,None,None,None,None,None,None
ZTF21abjrsop,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21abjrwhq,SN Ia,SN Ia,SN Ia,SN Ia,SN IIb,None,None,None,None,SN Ia
ZTF21abjrzqv,SN II,SN Ia,SN II,None,None,SN II,SN Ia,None,None,None
ZTF21abjsrjq,None,None,None,SN Ia,None,None,None,None,SN Ia,None
ZTF21abjsygc,None,None,None,None,None,None,None,None,None,None
ZTF21abjtopr,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abjtqyq,None,SN Ia,None,None,SN Ia,None,None,None,None,None
ZTF21abjvwdj,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21abjwlri,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21abjxhfp,None,None,SN II,SN Ib-pec,None,None,None,SN II,None,None
ZTF21abjxibx,None,None,None,None,SN Ia,None,SN Ia,SN Ia,SN II,SN Ia
ZTF21abjxztu,None,None,None,None,None,SN Ia,None,SN IIn,None,None
ZTF21abjzekf,SN Ia,None,None,None,None,None,SN II,None,SN Ia,None
ZTF21abjzimj,SN Ia,None,None,None,None,SN I,None,SN Ia,None,None
ZTF21abjzkyi,None,SLSN-II,None,None,None,None,None,None,None,None
ZTF21abjzpry,None,None,None,None,None,None,None,None,None,SN Ia-CSM
ZTF21abjzuqu,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21abkaoxe,None,SN Ia,SN Ia,None,SN Ia-pec,None,None,SN Ia,None,SN II
ZTF21abkavmp,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21abkdtdx,SN Ia,None,SN Ia,SN Ia,None,SN II,None,None,SN Ia,None
ZTF21abkfbyi,SN Ia,None,None,SN Ia,None,None,None,None,SN II,None
ZTF21abkftes,SN Ic,None,None,None,None,None,None,None,None,SLSN-II
ZTF21abkfvhe,SN Ia,None,None,None,None,None,SN Ia,None,None,None
ZTF21abkjsnc,None,SN Ia,None,SN Ia,SN II,SN Iax[02cx-like],SN II,None,SN Ia,None
ZTF21abkkuja,None,None,SN Ia,None,SN Ia,SN Ia,None,None,None,None
ZTF21abkkwie,None,None,SN Ia,None,SN Ia,None,SN Ia,SN Ia,SN Ia,None
ZTF21abklcjq,None,None,None,None,SN IIn,SN Ia,None,SN Ia-pec,None,None
ZTF21abklnfg,None,None,SN Ia,SN Ia,None,None,None,SN Ia,SN II,SN IIb
ZTF21abkmnof,SN Ia,None,None,None,SN Ib,None,SN Ia,None,None,None
ZTF21abkmnrx,None,None,None,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None
ZTF21abkoqic,None,None,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21abkormt,None,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21abkqrcc,None,None,None,None,SN Ia,None,None,None,SN Ia,None
ZTF21abkrteb,SN Ia,None,SN Ia-91T-like,SN Ia,None,SN Ia,SN Ia,None,None,None
ZTF21abkrtgc,None,None,None,None,None,None,None,None,SN Ia-91T-like,None
ZTF21abkwzle,SN Ia,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21abkyjcp,None,None,None,SN Ia,SN Ia,None,None,None,None,SN Ia
ZTF21abkyjss,SN Ia,None,None,SN Ia,None,None,None,None,None,None
ZTF21ablducj,None,None,None,SN Ia,SN Ia-91T-like,SN Ia,None,None,None,None
ZTF21ablfbhr,None,None,None,SN Ia,SN II,None,None,None,None,None
ZTF21ablkaqq,None,None,None,SN Ia,None,SN I,None,SN Ia,None,None
ZTF21ablqixd,SN Ia,None,SN Ia,None,SN II,None,None,SN Ia,SN Ia,None
ZTF21ablrhtk,SN Ia,SN Ia,None,SN II,None,None,None,None,None,SN II
ZTF21ablwcnz,None,SN Ia,None,None,SN Ia,None,None,SN Ia,None,None
ZTF21ablwdre,None,None,None,None,None,SN Ia,None,SN Ia,None,SN II
ZTF21ablxcos,None,None,None,None,None,None,None,None,SN Ia-91T-like,SN II
ZTF21ablxfwc,SN Ia,None,SN II,None,None,SN Ia,SN Ia,SN Ia,None,None
ZTF21abmcori,SN Ia,None,SN Ia,None,None,SN Ia,None,None,None,None
ZTF21abmcpny,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF21abmdcfm,SN Ia,None,None,None,None,None,SN I,None,None,None
ZTF21abmdfub,SN Ia,None,None,None,SN IIn,None,None,None,None,SN Ia
ZTF21abmdhes,SN Ia,None,SN Ia,None,SN Ia,SN II,None,None,SN Ia,None
ZTF21abmdnft,SN Ia,None,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia
ZTF21abmgtat,None,None,SN Ia,SN Ia,None,None,None,SN Ia,None,None
ZTF21abmjivk,None,None,SN Ia,None,None,None,None,SN II,None,SN IIP
ZTF21abmksld,None,None,None,SN Ia,SN Ia,None,SN Ia,None,SN II,SN Ia
ZTF21abmpnui,SN Ia,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21abmqpja,SN Ia,SLSN-II,None,SN Ia,SN IIn,None,None,None,SN Ia,SN Ia
ZTF21abmqpmh,None,None,None,None,None,SN Ia,None,None,None,None
ZTF21abmssta,None,SN Ia,None,None,None,None,None,None,None,None
ZTF21abmvykk,SN IIb,None,None,None,None,None,None,None,None,SN Ia-91T-like
ZTF21abmwgdf,None,None,SN Ia,None,SN II,SN Ia,None,None,None,None
ZTF21abmwmnp,None,None,None,None,SN Ia,None,None,SN Ia,None,None
ZTF21abmwnsa,None,SN Ia,None,None,None,None,None,SN Ia,None,None
ZTF21abmxifp,None,None,None,None,None,SN Ic,None,None,None,None
ZTF21abmxkcq,SN Ia,None,None,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia
ZTF21abmxkxt,None,SN Ia,None,SN II,None,SN Ia,None,None,None,SN Ia
ZTF21abmxwox,SN Ia,SN Ia,None,SN Ia,SN Ib,SLSN-I,None,None,None,None
ZTF21abmzrtp,None,SN Ia,None,None,SN Ia,None,SN Ia,None,SN Ib,None
ZTF21abmzzxa,None,None,None,None,None,None,SN Ia,SN Ia,None,None
ZTF21abnabtv,None,None,None,None,SN Ia,None,SN Ia,SN Ia,None,SN Ia
ZTF21abnfeap,None,None,None,None,SN II,None,None,None,None,None
ZTF21abnfgff,None,SN Ia,Nova,SN II,None,None,None,SN Ia,SN Ib,None
ZTF21abnfyal,SN Ia,SN Ia-91bg-like,SN Ia,SN Ia,None,None,None,SN Ia,None,None
ZTF21abnkahc,None,None,None,None,None,None,None,CV,SN Ia,SN II
ZTF21abnslrs,SN IIb,None,None,SN Ia,None,None,None,None,None,SN Ib
ZTF21abnvljt,SN II,None,SN Ia,None,None,None,None,None,None,None
ZTF21abnvlnf,SN Ia,None,None,None,SN Ia,None,None,SN Ia,None,None
ZTF21abnvsic,None,SN Ia,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21abnwmdt,SN II,SN Ia,None,SN Ia,None,None,None,None,None,None
ZTF21abotose,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21aboukxu,None,SN Ia,None,SN Ia,None,SN Ia,None,SN II,None,SN Ia
ZTF21abousji,None,SN Ia,None,SN Ia,SN Ia,None,None,SN Ia,SN II,None
ZTF21abouwjm,None,None,SN Ia,SN Ia,None,None,SN Ia,None,SN Ia,SN Ia
ZTF21abouznj,SN Ia,None,None,None,SN Ia,None,SN Ia,None,None,SN Ia
ZTF21abouzom,None,None,None,None,None,SN Ia,None,None,SN Ia,None
ZTF21abovnee,SN Ia,None,None,None,SN Ia,None,None,SN Ia,SN IIn,None
ZTF21abowndm,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21abownod,None,None,SN Ia,SN II,None,None,None,None,SN Ia,SN Ia
ZTF21abowpnd,None,SN IIn,None,None,None,None,None,None,None,None
ZTF21abowqnn,None,None,None,SN Ia,SN Ia,None,None,None,None,None
ZTF21abowqqa,None,None,None,None,SN Ia,None,SN Ia,None,None,SN Ia
ZTF21abowqqz,None,None,None,None,SN Ia,SN Ia,None,SN I,None,None
ZTF21abowsie,None,None,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21abowuhh,None,SN II,None,None,SN Ia,None,SN Ia,None,SN Ia,None
ZTF21abowuju,SN Ia,SN II,None,None,None,None,None,None,SN Ia,None
ZTF21abowuoy,SN Ia,SN Ia,None,SN Ia,SN Ib,None,SN II,None,SN II,None
ZTF21abowuqe,None,None,SN Ia,None,None,SN Ia,None,None,None,None
ZTF21abowurd,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21abpiosb,None,SN Ia,None,SN Ia-pec,None,None,None,SN Ia,SN Ia,None
ZTF21abpivbd,None,None,None,None,None,None,None,None,None,None
ZTF21abpjpxr,SN Ia,None,SN Ia,None,None,SN Ia,None,None,None,SN Ia
ZTF21abpjqeh,None,None,SN Ia,None,None,None,None,None,None,None
ZTF21abpjrqx,SN Ia,None,None,None,None,None,None,None,None,None
ZTF21abpjsrn,None,SN Ic-BL,None,None,None,None,None,None,None,None
ZTF21abpjsss,None,None,SN Ia,None,None,None,None,None,None,SN IIn
ZTF21abpland,None,None,None,None,None,None,None,None,None,None
ZTF21abpldky,None,None,SN Ia,None,None,SN Ia,SN II,None,None,None
ZTF21abplgag,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abporbr,None,None,None,None,None,None,None,SN II,None,None
ZTF21abpoufi,SN Ia,SN II,None,None,None,None,None,None,None,None
ZTF21abpozxb,None,TDE,None,SN Ia,None,None,SN Ia,SN Ia,None,None
ZTF21abprknn,None,None,SN Ia,SN Ia,None,None,SN II,None,SN Ia-91T-like,None
ZTF21abprwje,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21abprygm,None,None,SN Ia,None,None,None,None,SN Ia-91T-like,None,None
ZTF21abpryuv,None,None,SN Ia,None,None,None,None,None,Nova,None
ZTF21abpsann,None,None,None,None,None,None,SN Ia,None,None,SN
ZTF21abpvlov,None,None,None,None,SN Ia,SN II,None,None,None,None
ZTF21abpvxke,None,None,None,SN Ia,None,SN Ia,None,None,None,SN Ia
ZTF21abpxmwj,SN Ia-91T-like,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21abpxrws,None,None,None,None,None,None,None,None,None,None
ZTF21abpyalf,None,SN II,None,None,None,None,None,SN Ia,None,SN Ia
ZTF21abpyefp,None,SN Ia,SN Ia,None,None,SN Ia,None,None,None,SN Ia
ZTF21abqefjo,None,None,None,None,None,SN Ib,None,None,None,None
ZTF21abqfbya,None,SN Ic,None,SN Ia,None,None,None,SN Ia-91T-like,None,None
ZTF21abqfkpm,None,None,None,None,None,None,None,SLSN-II,None,SN Ia
ZTF21abqjjil,SN II,None,SN Ia,SN Ia,SN Ia,None,None,SN Ia,None,None
ZTF21abqjmfy,None,None,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21abqlhkt,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abqljmq,None,None,None,SN Ia,SN II,SN II,None,None,None,SN Ia
ZTF21abqllyn,None,None,None,None,None,None,None,None,None,None
ZTF21abqmrun,None,None,None,SN Ia,None,SN Ia,None,SN IIn,None,None
ZTF21abqocof,None,None,None,None,None,None,SN Ia,None,SN Ia,None
ZTF21abqpzek,None,None,SN Ia,None,None,None,None,SN Ia,None,None
ZTF21abqqbgq,None,None,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21abqqcna,None,None,None,SLSN-II,None,None,None,None,SN II,None
ZTF21abqqskc,None,None,SN Ia,None,SN Ia,SN Ia,None,SN Ia,None,None
ZTF21abqsxgo,None,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21abqsyfk,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abqvwzb,None,None,None,SN Ia-91T-like,None,None,None,None,None,SN II
ZTF21abqvzbi,None,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF21abqvzng,SN II,None,None,None,SN Ia,None,None,None,None,None
ZTF21abqwtvp,None,SN Ia,None,SN Ia,None,SN II,None,None,None,None
ZTF21abrahvj,None,None,SN Ia,None,None,None,None,SN Ia,SN Ia,None
ZTF21abrduyv,None,None,None,None,None,None,None,SN II,None,None
ZTF21abrfxum,None,SN Ia,None,None,SN Ia,None,None,None,None,SN Ia
ZTF21abrgbex,SN Ia,None,SN Ia,None,None,None,SN II,SN Ia,None,None
ZTF21abrgpyf,SN Ia,SN I,None,None,None,None,SN Ia,None,SN Ia,SN Ia
ZTF21abrgxgq,SN Ia,None,None,SN Ia,SN Ia,None,None,None,SN Ia,None
ZTF21abrgxvz,None,None,None,None,None,None,None,None,None,None
ZTF21abrllqs,None,None,None,None,None,None,None,None,None,None
ZTF21abrlslx,SN Ia,None,None,SN Ia,SN Ib,None,None,SLSN-I,None,None
ZTF21abrmevu,None,None,SN IIb,None,SN Ia,None,SN Ia,None,None,SN IIn
ZTF21abrotmc,None,None,None,None,None,SN Ia,None,None,None,SN Ia
ZTF21abrpaig,SN Ia,None,None,SN Ia,None,None,None,None,None,SN Ia
ZTF21abrpcod,None,None,None,None,SN Ia,None,SN Ia,None,None,None
ZTF21abrpdsp,SN Ia,None,SN II,SN Ia,SN Ia,None,SN Ia,None,SN Ia,None
ZTF21abrsann,SN Ia,None,None,None,None,SN II,None,None,None,None
ZTF21abrxmnr,None,None,None,None,None,None,None,None,None,SN Ia
ZTF21abrxwvv,SN Ia,None,SN Ia,None,None,SN Ia-91T-like,None,None,SN Ia,None
ZTF21abryffa,None,None,SN Ia,None,SN Ia,None,None,None,None,None
ZTF21abrzdqx,None,None,SN IIP,None,None,None,SN Ia-91T-like,None,None,None
ZTF21absbwyz,None,None,SN II,None,None,None,None,None,None,None
ZTF21abscanv,None,None,None,None,None,None,None,SN II,None,None
ZTF21abshszs,None,None,None,SN Ia,None,SN Ia,None,None,None,None
ZTF21absjixg,None,None,None,None,None,None,None,None,None,None
ZTF21abskbhi,None,None,None,None,None,None,SN I,None,SN Ia,SN Ia
ZTF21absltzp,None,None,None,None,None,None,None,SN Ia,None,None
ZTF21absnbqh,None,None,SN Ia,SN Ia-pec,None,SN Ia,None,None,None,None
ZTF21absnilo,None,None,SN Ia,None,None,None,None,SN Ia,None,SN Ia
ZTF21absvjjq,None,None,None,None,SN Ia,None,None,None,None,None
ZTF21abswnzb,SN Ia,None,None,None,None,None,SN Ia,None,None,SN Ia
ZTF21absxgsy,SN Ia,SN Ia,None,None,SN Ia,SN Ia,None,None,None,None
ZTF21abtavzb,SN Ia,SN Ia,None,None,None,None,None,None,None,None
ZTF21abtnxfy,None,None,None,None,None,None,None,None,None,None
ZTF21abtpqkv,None,None,None,SN Ia,None,SN Ia,SN Ia,None,None,None
ZTF21abtuutw,None,None,None,None,None,SN Ia,None,SN Ia,None,None
ZTF21abtxnir,None,None,SN Ia,None,None,None,SN Ic,None,None,SN IIP
