,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF21aaaovua,ZTF21aaaovua,ZTFabc30140,ZTFabc06189,ZTF21aahpsfj,ZTFabc71387,ZTF19aacxvyw,ZTF21aaguogc,ZTFabc25510,ZTFabc04246,ZTFabc34094,ZTF21aavgvcs,0,286.0106,286.1116,314.908,317.195,328.0363,328.4657,339.2576,344.2751,348.1425,351.4775,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,SN Ia,SN Ia,SN Ia,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,None,0.097,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aadghpt,ZTF19aadghpt,ZTFabc06934,ZTF21aagtooe,ZTF20acmunbm,ZTFabc56747,ZTF21aazqpgb,ZTFabc78300,ZTF21abizknl,ZTFabc62693,ZTF20acyvwxx,ZTF21aaxhzru,0,289.5424,350.5683,354.2076,370.3181,376.4914,379.5884,384.6901,390.7712,402.9395,410.3371,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,No_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,None,SN Ia,None,None,SN Ia,None,SN Ia,None,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.07
ZTF21aaaxnnv,ZTF21aaaxnnv,ZTFabc65813,ZTF20acowuix,ZTF21aaqgluf,ZTF21aardzpj,ZTFabc59194,ZTFabc56040,ZTF21aackmdd,ZTFabc31669,ZTF21aapfewo,ZTFabc08475,0,281.4368,288.8411,297.1879,339.5355,350.0034,358.9813,361.043,363.7156,368.1048,368.173,No_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,None,SN Ia,SN Ia,None,None,SN Ib,SN Ia,None,SN Ib,None,SN Ib,-99.0,-99.0,0.09,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abjtqyq,ZTF21abjtqyq,ZTFabc84550,ZTFabc86992,ZTFabc75348,ZTFabc43356,ZTFabc92662,ZTFabc88970,ZTF21aayramw,ZTFabc70635,ZTFabc93760,ZTF21aanfuuk,0,215.5586,244.8266,262.1948,265.1428,270.1804,275.201,294.3412,320.0564,320.3349,322.2922,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Yes_TNS,SN Ia,SN II,SN II,SN II,SN II,SN II,SN II,None,SN II,SN II,SN II,0.097,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.015
ZTF18aazijer,ZTF18aazijer,ZTF21abowuqe,ZTFabc02759,ZTF21abpvlov,ZTFabc43793,ZTFabc87499,ZTF21abauklq,ZTFabc47188,ZTF21aaadroe,ZTFabc99775,ZTF17aaahrni,0,327.4984,354.4533,402.9364,435.1601,436.4141,439.8582,446.5219,471.9948,472.6772,484.3904,No_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,None,None,SN II,None,SN II,SN II,None,SN II,None,SN II,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18adazyqe,ZTF18adazyqe,ZTF21abrxmnr,ZTF21abvyheu,ZTF18adainmx,ZTF18adcbkiq,ZTF21abicaaz,ZTFabc04156,ZTFabc69910,ZTFabc97017,ZTF20acflmyv,ZTFabc41328,0,362.8525,403.2686,404.7708,405.9034,436.2517,439.3231,451.327,454.2584,457.5981,457.8592,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,None,None,None,None,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.103,-99.0
ZTF21abjxztu,ZTF21abjxztu,ZTFabc42607,ZTFabc26551,ZTFabc63770,ZTFabc70538,ZTFabc30756,ZTF21aaffxdt,ZTFabc30266,ZTFabc10158,ZTFabc68776,ZTFabc84694,0,237.5117,248.5465,257.114,260.8753,266.8416,274.9413,279.9217,281.4753,281.8724,285.255,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,None,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,-99.0,-99.0,-99.0
ZTF20acordqz,ZTF20acordqz,ZTFabc99988,ZTFabc59755,ZTFabc51720,ZTFabc66333,ZTFabc23280,ZTFabc54133,ZTFabc09937,ZTFabc55950,ZTF21aagsfzc,ZTFabc00213,0,257.8788,262.9802,298.1132,314.9739,316.4034,318.9642,319.6432,320.5756,323.562,324.5017,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN IIb,SN IIb,SN IIb,SN Ia,SN Ia,SN IIb,0.042,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.075,-99.0
ZTF21abcopnn,ZTF21abcopnn,ZTF21aaphspn,ZTFabc72734,ZTFabc62361,ZTFabc55824,ZTFabc23063,ZTFabc49924,ZTFabc49432,ZTFabc77178,ZTFabc36368,ZTFabc57305,0,239.6842,261.2643,261.3003,261.8667,262.7502,268.7567,268.9279,269.355,270.1337,270.1449,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagkvqa,ZTF21aagkvqa,ZTFabc10490,ZTFabc92086,ZTFabc04780,ZTFabc71889,ZTFabc37512,ZTFabc68989,ZTFabc37516,ZTFabc91642,ZTFabc43104,ZTFabc83871,0,196.8882,197.503,197.6797,199.5876,200.1671,200.5523,201.7062,202.9073,208.2601,210.4582,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,0.06,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aauzldt,ZTF18aauzldt,ZTF18acrxpxb,ZTF21aagtquu,ZTFabc39713,ZTF21aaflhfy,ZTFabc52043,ZTFabc50906,ZTFabc38329,ZTF21aarasvn,ZTF20acpyfsq,ZTF21abamwbs,0,205.2,313.5472,364.2262,365.8826,368.5787,392.1766,425.6016,430.9236,440.5454,471.4653,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,SN II,None,SN II,SN II,SN II,SN II,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.017,-99.0,-99.0
ZTF21aakjxhg,ZTF21aakjxhg,ZTF21abcnhum,ZTFabc99894,ZTFabc71541,ZTFabc14879,ZTFabc26607,ZTFabc52221,ZTF18aadlaxo,ZTF20acrbrbi,ZTF21aalyvyw,ZTFabc28973,0,227.2235,262.0013,262.5831,295.2054,296.5369,300.7247,301.6031,304.0744,310.9503,311.0273,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,None,None,SN II,SN Ia,SN II,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.052953,-99.0,0.062128,-99.0
ZTF18aaqzdge,ZTF18aaqzdge,ZTF20acllvho,ZTF21aapriwm,ZTFabc17074,ZTF21aazlxiw,ZTFabc88367,ZTF20achnjnz,ZTF21aapxogj,ZTFabc29648,ZTFabc75728,ZTF21accuexh,0,246.9382,364.4849,379.9061,395.398,395.8701,400.9178,412.2816,412.579,413.6023,417.5979,No_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,None,None,None,SN Ia,SN Ia,SN Ia,None,SN II,SN II,SN II,SN Ia,-99.0,-99.0,-99.0,-99.0,0.1,-99.0,-99.0,0.060214,-99.0,-99.0,0.072
ZTF21abcvhiw,ZTF21abcvhiw,ZTF21aagtdwx,ZTF21abxoxhb,ZTF21abwbuxf,ZTFabc91657,ZTF19aabyvgk,ZTF18abtqceg,ZTFabc54118,ZTF21aagxmcs,ZTFabc32922,ZTFabc44506,0,245.9616,247.2847,251.9631,266.5574,280.2188,289.0381,296.2463,305.0524,305.6172,307.8032,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,No_TNS,Fake,Yes_TNS,Fake,Fake,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.085,-99.0,-99.0
ZTF20acvexpc,ZTF20acvexpc,ZTFabc62192,ZTFabc82501,ZTF21aagywhf,ZTFabc64419,ZTFabc28051,ZTFabc00866,ZTFabc81757,ZTFabc31689,ZTF21abcoulr,ZTFabc55211,0,225.0463,232.4845,240.1309,248.3298,251.0749,254.6129,258.6326,258.6532,261.6709,262.6191,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,None,SN II,SN II,None,SN II,SN II,SN II,SN Ia-91T-like,SN II,None,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aatxpur,ZTF21aatxpur,ZTF20acqvuwu,ZTFabc81633,ZTF20acotynj,ZTF21aarwgjb,ZTFabc87305,ZTFabc32262,ZTFabc12743,ZTFabc08136,ZTFabc17432,ZTFabc14546,0,290.3839,300.932,311.7617,322.3034,333.6017,333.6423,341.7692,343.9169,361.8721,362.2989,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,None,None,SN Ic,SN II,SN Ic,SN Ic,SN IIn,SN Ic,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaxsuik,ZTF21aaxsuik,ZTFabc80061,ZTF20acwofly,ZTFabc66249,ZTFabc01696,ZTF20acndwyv,ZTF21abmxkxt,ZTFabc34688,ZTF21abeduqi,ZTF21aawarkz,ZTF21aagsbcb,0,310.5105,352.2782,352.8904,366.2485,373.2662,385.6874,391.2033,394.2482,395.435,398.4839,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,None,SN Ia,SN Ia,SN II,None,SN II,None,None,None,0.12,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aarrfgy,ZTF21aarrfgy,ZTFabc21962,ZTF21abclont,ZTFabc89824,ZTFabc34859,ZTFabc02996,ZTFabc37086,ZTFabc52268,ZTFabc39537,ZTFabc41876,ZTFabc61923,0,249.3271,259.7054,271.5131,271.8633,274.287,274.472,277.0831,281.3694,283.5637,283.8638,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,None,SN Ia-91T-like,SN Ia,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aatxgha,ZTF21aatxgha,ZTF21aaaolgn,ZTF21aagmrvn,ZTF20actkuxm,ZTF21aatwrmv,ZTF21aazixkh,ZTF18acbwgmi,ZTF21aaahzpr,ZTF20acounqo,ZTF21aaxtekc,ZTF21aappkrg,0,372.8145,374.5406,596.853,598.8098,606.8464,612.3885,617.2716,618.2505,618.6697,636.0738,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,None,None,SN Ia,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.09,-99.0,-99.0,-99.0
ZTF21abutvjn,ZTF21abutvjn,ZTFabc45833,ZTFabc97483,ZTFabc99860,ZTFabc39767,ZTFabc97754,ZTF21aayebkx,ZTFabc34987,ZTFabc45143,ZTFabc10214,ZTF21aacugya,0,202.5169,204.2365,216.1878,223.3122,226.5333,235.2084,240.1786,250.0188,253.9786,257.1967,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Yes_TNS,None,TDE,TDE,TDE,TDE,TDE,None,TDE,TDE,TDE,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abbwajr,ZTF21abbwajr,ZTFabc06522,ZTFabc34731,ZTFabc13540,ZTFabc87242,ZTF21aagyrvh,ZTFabc25444,ZTFabc05761,ZTFabc64743,ZTFabc28780,ZTFabc60201,0,203.2207,203.3733,216.3701,221.5402,241.2669,251.8403,252.3884,255.9488,267.7497,268.499,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,SN II,SN II,SN II,SN Ia,SN II,SN Ia,SN II,SN Ia,SN II,SN II,SN II,0.0233,-99.0,-99.0,-99.0,-99.0,0.061207,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20aciuciv,ZTF20aciuciv,ZTFabc85834,ZTF20acumekm,ZTF18adaysnz,ZTFabc11968,ZTFabc18477,ZTFabc89128,ZTFabc12547,ZTFabc24282,ZTF19abfvlal,ZTFabc05870,0,156.5497,197.9469,240.483,262.6632,278.0126,302.5817,303.063,304.9969,319.6762,322.3176,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,No_TNS,Fake,SN II,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,0.097,-99.0,0.057,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18acnngyx,ZTF18acnngyx,ZTFabc56549,ZTF21aavyxcf,ZTFabc18377,ZTFabc11069,ZTF21aasrdct,ZTF21abmwgdf,ZTFabc35163,ZTFabc90805,ZTF20actpbck,ZTFabc22490,0,298.0153,303.1896,326.7562,332.9843,339.7317,340.5243,343.3699,346.6796,365.32,368.611,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,0.080611,0.074,-99.0,-99.0,0.06,-99.0
ZTF21aarmvnh,ZTF21aarmvnh,ZTFabc19768,ZTFabc74687,ZTFabc17428,ZTF21abnvlnf,ZTFabc86648,ZTFabc27476,ZTFabc52412,ZTFabc99803,ZTFabc04987,ZTFabc00119,0,272.3295,281.8459,283.4685,285.5955,291.7843,299.6625,301.5783,304.4388,308.5266,311.0254,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ib,SN Ib,SN Ib,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaobfjm,ZTF21aaobfjm,ZTF21aatvahv,ZTFabc97830,ZTFabc61390,ZTF21abjsygc,ZTF21aaoglbq,ZTF21aapflmi,ZTFabc28219,ZTF20achvceo,ZTF21aalimxp,ZTF20acuyxki,0,258.0814,299.9194,305.1095,307.8918,311.6938,316.6647,317.5249,325.9382,327.0521,330.7692,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,No_TNS,No_TNS,None,None,SN Ia,SN Ia,None,None,None,SN Ia,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acyntiu,ZTF20acyntiu,ZTF21aanudpg,ZTF21abrgbex,ZTFabc91817,ZTFabc40967,ZTFabc88097,ZTFabc17183,ZTFabc86894,ZTF21aagankm,ZTFabc42711,ZTFabc31758,0,393.3269,403.2169,404.3392,405.5144,409.0743,432.7602,445.3853,454.2782,460.5925,461.6055,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,SN Ia,None,SN II,SN II,SN II,SN II,SN II,SN II,None,SN Ic,SN Ic,0.11,-99.0,0.0323409997,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aarteuc,ZTF21aarteuc,ZTF21abizhud,ZTF21aagtdwx,ZTF21abxoxhb,ZTFabc83635,ZTF20ackijaj,ZTFabc15308,ZTFabc47634,ZTFabc54118,ZTFabc88823,ZTFabc44506,0,243.4781,295.2,296.2796,312.7508,322.3907,343.3707,359.3116,359.3983,364.8375,370.4534,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,None,None,None,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aasjnwf,ZTF21aasjnwf,ZTFabc38485,ZTFabc50106,ZTFabc92502,ZTFabc91739,ZTFabc98908,ZTFabc47730,ZTFabc81578,ZTFabc05801,ZTFabc30270,ZTFabc24335,0,226.3179,232.1998,243.0661,248.472,248.8452,249.0638,249.5457,250.3715,251.4513,251.4524,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagtrkn,ZTF21aagtrkn,ZTF21aarthnh,ZTF21aaogmvs,ZTFabc54118,ZTFabc83635,ZTF18adaksjk,ZTFabc16003,ZTFabc43604,ZTF21abrxwvv,ZTFabc46876,ZTFabc31937,0,386.5253,394.5498,464.7603,497.0229,512.1075,524.0789,532.0026,540.4518,543.472,544.1952,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,No_TNS,Fake,Fake,Yes_TNS,Fake,Fake,None,None,None,SN Ia,SN Ia,None,SN II,SN II,SN Ia,SN II,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.093,-99.0,-99.0
ZTF21abifgyt,ZTF21abifgyt,ZTF18acbwele,ZTF21abrpaig,ZTF21aazcjbh,ZTF21aahevzr,ZTFabc40695,ZTF21aarsgwk,ZTF21aaashlz,ZTF21abidgad,ZTF20acnyxln,ZTFabc77501,0,290.3687,341.0772,426.6966,428.2245,468.5523,480.1094,493.1703,501.2252,503.4531,504.2673,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,None,None,None,SN Ia,None,SN Ia,None,None,None,SN Ia,SN Ia,-99.0,-99.0,-99.0,0.1,-99.0,-99.0,-99.0,-99.0,-99.0,0.055,-99.0
ZTF18aajiirj,ZTF18aajiirj,ZTF18aazwtfj,ZTF21aahjuxg,ZTF20acsfdpi,ZTF21aausvhf,ZTF18abqrgyt,ZTF21abzjwhm,ZTF20acmoezn,ZTFabc05682,ZTF21aaekerb,ZTF18acepbxq,0,269.1982,328.1612,347.203,357.239,375.4911,378.7513,381.1979,383.4812,402.809,409.733,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,No_TNS,Yes_TNS,None,None,None,None,None,None,None,None,SN Ia,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abxyifx,ZTF20abxyifx,ZTF21aagtrrw,ZTF20abxyauq,ZTFabc56500,ZTFabc50676,ZTFabc95493,ZTF21aagogrx,ZTF18acszayr,ZTFabc57088,ZTFabc49593,ZTFabc22974,0,335.8706,367.4871,414.4114,421.1812,422.772,423.2746,423.9418,424.8304,424.9482,427.2346,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,SN II,None,None,SN II,SN IIn,SN IIn,None,SN II,SN II,SN IIn,SN IIn,0.02563,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.021,-99.0,-99.0,-99.0
ZTF21abcjuzt,ZTF21abcjuzt,ZTFabc89166,ZTF21aaydzcm,ZTF21abameyr,ZTF21aavrmzc,ZTF20acggxac,ZTFabc73428,ZTFabc59486,ZTFabc40461,ZTF21aarpcor,ZTFabc59973,0,269.5648,287.193,311.0448,317.0694,327.6846,340.2286,344.3022,344.9147,349.2726,354.7514,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,None,SN Ia,None,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ic,-99.0,-99.0,-99.0,0.05975,-99.0,0.093,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abmxkcq,ZTF21abmxkcq,ZTFabc71889,ZTFabc37512,ZTFabc10490,ZTFabc92086,ZTFabc04780,ZTFabc68989,ZTFabc98340,ZTFabc06878,ZTFabc37516,ZTFabc91642,0,186.2861,186.6222,188.8415,190.4274,190.8834,196.9903,197.9559,197.9658,198.4181,199.8428,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN IIb,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,0.041487,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aawnopx,ZTF21aawnopx,ZTF18aadlaxo,ZTFabc33193,ZTFabc48858,ZTFabc26607,ZTFabc53027,ZTFabc38945,ZTF21aagtlwu,ZTFabc83189,ZTFabc54626,ZTFabc06847,0,209.5523,210.2086,213.0682,214.4836,215.2738,215.3063,229.5622,232.1449,243.4528,246.4235,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,None,SN Ia,SN II,SN II,SN Ia,SN Ia-91T-like,SN Ia-91T-like,None,SN Ia,SN Ia-91T-like,SN IIn,-99.0,0.052953,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aabyoxk,ZTF21aabyoxk,ZTFabc51363,ZTFabc17458,ZTFabc90008,ZTFabc19284,ZTFabc51138,ZTFabc53102,ZTFabc33477,ZTFabc11121,ZTF21aaaosmn,ZTFabc75947,0,175.091,205.6394,205.8881,230.4482,231.3865,239.0883,241.588,244.6102,252.778,259.9073,No_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Yes_TNS,Fake,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0375,-99.0
ZTF21aakysyw,ZTF21aakysyw,ZTFabc21809,ZTFabc51824,ZTFabc45675,ZTFabc76195,ZTF20acthdtq,ZTFabc09494,ZTF18aaiuynw,ZTFabc98696,ZTFabc90781,ZTFabc38647,0,239.6581,239.7714,240.3645,241.8424,242.6555,245.5411,246.8549,246.9847,248.5749,249.2113,Yes_TNS,Fake,Fake,Fake,Fake,No_TNS,Fake,No_TNS,Fake,Fake,Fake,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,None,SN Ia-91T-like,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abjonjs,ZTF20abjonjs,ZTFabc41522,ZTFabc34590,ZTFabc05565,ZTFabc35437,ZTF20achadaa,ZTFabc29279,ZTF18aahfbqp,ZTFabc65322,ZTFabc05828,ZTFabc09495,0,342.1208,352.9882,353.7831,359.5431,361.8041,371.3933,376.5797,383.1972,389.519,394.5606,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,SN II,SN II,SN II,SN Ia,SN II,SN Ia,SN II,SN Ia,SN II,SN Ia,SN II,0.015527,-99.0,-99.0,-99.0,-99.0,0.0369,-99.0,0.041362,-99.0,-99.0,-99.0
ZTF21aaxtpty,ZTF21aaxtpty,ZTFabc89873,ZTFabc14531,ZTFabc19331,ZTFabc91461,ZTFabc54309,ZTFabc26865,ZTFabc66093,ZTFabc29465,ZTFabc83109,ZTFabc29550,0,86.4211,89.8449,97.2531,102.0261,104.4092,113.0156,116.9116,117.13,120.5495,125.4532,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
