,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z
967,ZTF21abfxlvo,ZTF21abdlrpr,ZTF21abdlyrc,ZTF21abhaqju,ZTF20acrerzb,ZTF20abarsvz,ZTF20aclnplo,ZTF21aatkdcw,ZTF21aasyydo,ZTF20acpgzif,0.0,39.9969,41.9813,43.4533,50.2376,51.2494,54.1744,54.4204,54.6565,55.5117,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ic,SN Ia,SN Ia,SN Ia,0.07,0.065,0.08,0.03,0.07,0.039,0.0347,0.090764,0.061012,0.06877
968,ZTF21abfyxpf,ZTF21abhaqju,ZTF20aczgjdx,ZTF20acmzoxo,ZTF21abfxlvo,ZTF21aawlwoy,ZTF21abdlrpr,ZTF18aabeszt,ZTF21abczjhy,ZTF21aaqujke,0.0,50.2552,53.7138,56.6866,57.2541,57.6246,58.5029,59.2139,59.4363,59.9982,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia-pec,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.027,0.03,0.03394,0.028,0.07,0.05032,0.065,0.081,0.064524,0.0657
969,ZTF21abgxudc,ZTF21abmjivk,ZTF20acvziuf,ZTF20acquetr,ZTF21abtxnir,ZTF21aavqphe,ZTF20actnzzk,ZTF21abbkglo,ZTF20acvagdq,ZTF18aawfofp,0.0,82.5446,87.6607,88.5214,90.0535,94.1207,101.3317,101.3432,101.8463,102.7675,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia,0.0264,0.02566,0.017072,0.030791,0.043,0.021,0.025144,0.03812,0.035428,0.033296
970,ZTF21abgywux,ZTF20acvbrbv,ZTF21aavrvuj,ZTF20acpkses,ZTF21aagbeah,ZTF21abmksld,ZTF20acgcgnf,ZTF20abvyqia,ZTF21aaqyifh,ZTF21aaqprjz,0.0,52.3629,56.8663,62.3637,70.3771,70.4317,71.3085,73.1569,73.552,74.0126,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia-91bg-like,SN II,SN II,SN II,SN Ia,SN Ia,SN IIP,SN II-pec,SN Ia,0.036,0.05,0.064,0.045,0.04,0.07,0.096,0.086,0.0185,0.08
971,ZTF21abgzlyi,ZTF20acowddo,ZTF20acgpqqr,ZTF18aabeszt,ZTF21aafjjee,ZTF20acrerzb,ZTF20acauthg,ZTF20acbovrt,ZTF20acmzoxo,ZTF20actfeym,0.0,46.5334,50.9884,52.4684,54.7351,55.4209,58.7292,59.2361,59.4706,60.4675,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.059,0.073,0.05951,0.081,0.04918,0.07,0.08,0.05,0.028,0.055905
972,ZTF21abgzyvg,ZTF20acvbcrd,ZTF21aacudxe,ZTF21aaaosmn,ZTF21aardybv,ZTF21aahzspd,ZTF20acwuiuo,ZTF20acwpixx,ZTF21aazazvw,ZTF21aahptim,0.0,88.797,90.2596,90.594,90.9816,91.651,92.6142,93.8621,94.0287,94.3014,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN IIn,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN I,SN Ia,SN Ia,SN Ia,0.031,0.05,0.087,0.0375,0.065,0.11,0.108,0.077451,0.0335,0.090356
973,ZTF21abhaqju,ZTF21abfxlvo,ZTF21abdlyrc,ZTF20acmzoxo,ZTF21abfyxpf,ZTF20abxzrqw,ZTF20acwxbyr,ZTF20acxbbaj,ZTF20abarsvz,ZTF20aclnplo,0.0,43.4533,45.2528,47.6,50.2552,51.1734,51.9379,52.0885,52.3291,54.2393,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-pec,SN Ia,SN Ia,SN Ia,SN Ia,SN Ic,0.03,0.07,0.08,0.028,0.027,0.0467,0.086093,0.06,0.039,0.0347
974,ZTF21abhhrpj,ZTF21aatwlhj,ZTF21aazybsh,ZTF21aabhqng,ZTF18ablmduj,ZTF20acajvrj,ZTF20acmzoxo,ZTF21abdfdwi,ZTF21aasyydo,ZTF21aarjehy,0.0,53.7892,55.1753,55.4519,57.3739,57.8678,59.0742,59.4501,59.8507,60.8906,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,0.029169499874115,0.1,0.04294,0.089,0.079,0.0705,0.028,0.08612,0.061012,0.04
975,ZTF21abhkeak,ZTF21abbzqvv,ZTF21aawzsew,ZTF21abbkefe,ZTF21aaabtyq,ZTF20acwxbyr,ZTF21aaxylga,ZTF20acphdbu,ZTF20acyyavb,ZTF21abezlqc,0.0,50.7677,50.949,52.4841,54.6937,55.0708,55.312,55.6151,56.1801,56.7316,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.065,0.076,0.04931,0.041542,0.051295,0.086093,0.0338979997,0.04136,0.048,0.041
976,ZTF21abhsiux,ZTF20acgcgnf,ZTF21aanyfqu,ZTF21aapxogj,ZTF20acpkses,ZTF18aabeszt,ZTF21aaxtrlt,ZTF21aasyydo,ZTF21abkkuja,ZTF20acwombm,0.0,55.3428,56.351,56.727,57.0544,57.1911,57.8583,59.0821,60.9257,61.4123,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN II,SN II,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,0.049797,0.096,0.067158,0.060214,0.045,0.081,0.08,0.061012,0.054164,0.124
977,ZTF21abhtaiv,ZTF21abdcauj,ZTF20acfnuee,ZTF21aazebgh,ZTF21abrotmc,ZTF20aciugdl,ZTF21abedvkp,ZTF21abpjpxr,ZTF21aaprfkc,ZTF21aasrdct,0.0,40.7312,41.0074,41.3086,42.8217,43.0874,43.4271,43.4529,43.4936,44.5714,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.081,0.09778,0.06,0.076,0.097,0.07,0.13,0.09,0.056,0.080611
978,ZTF21abhtkiy,ZTF20ackrqfi,ZTF21aaxstzy,ZTF21aaflzqy,ZTF21aahfjrr,ZTF21aappktx,ZTF21abowpnd,ZTF21aaahyjj,ZTF21aaqpykm,ZTF21aanyyde,0.0,45.7111,48.9234,54.6764,55.748,55.7823,56.4789,56.7142,57.8301,58.4615,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN IIn,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,0.076,0.07,0.069,0.05,0.194,0.07,0.061306,0.095,0.06,0.06
979,ZTF21abhymom,ZTF21aaxthcj,ZTF21abfmuun,ZTF20acrinvz,ZTF21aaafgmv,ZTF21abizxkw,ZTF20acppruo,ZTF21aadacxv,ZTF21aarycyl,ZTF20acnezne,0.0,60.3133,60.9122,63.2334,65.3792,65.4464,68.4665,69.1577,69.4487,70.553,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN,SN Ia,SN IIP,SN Ia,SN Ia,SN Ia,SN II,SN Ia-91T-like,SN II,0.08,0.1,0.06986,0.045,0.079,0.091,0.13,0.051,0.104,0.047
980,ZTF21abhyukx,ZTF20acpkprl,ZTF21acbfuwk,ZTF21aayrbnn,ZTF20achtubm,ZTF21abhtaiv,ZTF21aagrhot,ZTF20acinaeq,ZTF21abedvkp,ZTF21acafsjy,0.0,50.0128,52.0928,52.6926,54.6237,55.5477,57.6136,58.0836,58.3046,58.4316,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,Other,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.0886,,0.102,0.09,0.136,0.081,0.1,0.108,0.13,0.097
981,ZTF21abhzicj,ZTF21aawyyha,ZTF20aclnsts,ZTF21aaqizwm,ZTF20acgnenc,ZTF21abzadod,ZTF20abywzvj,ZTF21abxnghi,ZTF20abqkbfx,ZTF21aalimtr,0.0,51.789,55.0941,57.2819,57.6693,58.0425,58.1292,59.7758,60.1252,60.2968,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia-CSM,SN Ia,0.03946,0.056,0.0655,0.06,0.093,0.068,0.038748,0.046,0.0964,0.051344
982,ZTF21abiawpf,ZTF20acqlfwb,ZTF21aatpsky,ZTF21aaplnef,ZTF20acgnenc,ZTF21abmwmnp,ZTF20acjbhhp,ZTF21aaydwzt,ZTF21aabhqng,ZTF20achtpbn,0.0,47.6479,48.3272,51.2596,51.6278,53.1371,55.0903,55.1092,55.3289,55.7996,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN II,SN Ia,SN II,SN Ia,SN II,SN Ia,SN Ia,SN Ia,0.073,0.08,0.031,0.075,0.093,0.096,0.050475,,0.089,0.1
983,ZTF21abidikc,ZTF21aaxwytv,ZTF21aaukcog,ZTF21aaiimkv,ZTF21aapfdqw,ZTF21aavxruq,ZTF21aastazz,ZTF21abvdikq,ZTF18acszayr,ZTF21abpivbd,0.0,65.0764,66.8101,68.5921,69.4621,71.3103,72.6325,76.5558,76.5896,77.2397,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN II,SN Ia,SN II,SN Ia,SN Ia,SN II,SN II,SN Ia,0.03921,0.0313620009,0.04,0.040508,0.032,0.036,0.053,0.019,0.021,0.064
984,ZTF21abidxwo,ZTF21aaabwem,ZTF20acgcgnf,ZTF20acpkses,ZTF21aazybsh,ZTF21aasaxdk,ZTF21aaomuka,ZTF21aaujakt,ZTF20acvdfmw,ZTF18adbadic,0.0,47.623,55.3376,59.3903,62.5429,62.5841,63.0655,65.1065,65.1359,65.197,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN IIP,SN Ia,SN II,SN II,SN Ia,SN Ia,SN Ia,SN II-pec,SN II,0.03706,0.03179,0.096,0.045,0.04294,0.0875,0.07,0.0818,0.04,0.026
985,ZTF21abieuta,ZTF21aagbeah,ZTF20abwzqzo,ZTF21abgywux,ZTF20acgiglu,ZTF21abvqrln,ZTF20acrheie,ZTF21abboibr,ZTF21abklcjq,ZTF21aaabzdr,0.0,75.1,79.2727,83.17,83.2748,84.7532,86.164,86.9693,87.864,87.8942,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ib,SN II,SN IIb,SN II,SN IIb,SN Ia,SN Ia,SN Ia,SN Ic,SN Ib/c,0.024,0.04,0.023033,0.036,0.026728,0.068722,0.049431,0.025,0.02508,0.031382
986,ZTF21abifrsi,ZTF18aagtwyh,ZTF20acggxac,ZTF21absbwyz,ZTF20acmafkf,ZTF20acnagjb,ZTF20acnviyk,ZTF21abcmepi,ZTF21aazqtor,ZTF21aaxkckg,0.0,43.4087,45.8481,47.9232,48.7114,49.012,49.4846,50.1265,50.9464,51.0595,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.064,0.066041,0.093,0.09,0.12,0.11,0.1,0.089,0.0954,0.063
987,ZTF21abifxhe,ZTF18abrfccm,ZTF21aaljjvt,ZTF21abyahbi,ZTF21abizxkw,ZTF21abmwgdf,ZTF18aansqov,ZTF18abuxjrd,ZTF20acqzpta,ZTF20acyzsol,0.0,47.0865,49.019,49.6472,52.7978,55.1304,55.3711,56.0258,56.4357,57.7881,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.075,0.1,0.08,0.076684,0.091,0.074,0.07,0.0713,0.07135,0.05
988,ZTF21abisowq,ZTF21aaxkckg,ZTF21abifrsi,ZTF20acsfdnn,ZTF20acggxac,ZTF20acmafkf,ZTF18aagtwyh,ZTF20acnagjb,ZTF20acogesf,ZTF20accodxy,0.0,55.6601,58.2421,59.4634,59.7387,61.8436,63.3232,63.33,65.311,65.3437,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.062,0.063,0.064,0.09,0.093,0.12,0.066041,0.11,0.06,0.075
989,ZTF21abizxkw,ZTF18aansqov,ZTF21aaqupdt,ZTF18abrfccm,ZTF21aajuerd,ZTF20aciudrr,ZTF21abifxhe,ZTF21aaljjvt,ZTF20abyxjvm,ZTF20acwuiuo,0.0,44.6101,49.6063,50.1077,50.7245,52.5338,52.7978,52.8898,55.5948,55.8607,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN IIn,SN I,0.091,0.07,0.080522,0.1,0.069197,0.09957,0.075,0.08,0.079,0.108
990,ZTF21abjaksr,ZTF21aaqpykm,ZTF21aapomdb,ZTF21aaqgrrf,ZTF20achtxbi,ZTF21aaxzbrn,ZTF21abcrhpk,ZTF21aaswvyc,ZTF21aafkpnp,ZTF20acogesf,0.0,43.9808,44.7795,46.5144,47.0364,49.3188,50.5654,52.1744,52.4962,53.1692,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.104,0.06,0.07,0.082,0.07,0.07,0.0744,0.07,0.08,0.06
991,ZTF21abjbukd,ZTF21aapvvtb,ZTF20acyydkh,ZTF21aabpvvx,ZTF21aatkhrt,ZTF20acobevy,ZTF21aaahliy,ZTF18aagtwyh,ZTF21aagnvvk,ZTF20acobamg,0.0,58.7584,60.3217,61.7391,62.741,63.7062,65.2983,70.658,71.0645,71.8185,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,TDE,TDE,Other,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia-91T-like,SN Ia,0.0511,0.358,0.133,0.074,0.128,0.08,0.10579,0.066041,0.13,0.07
992,ZTF21abjciua,ZTF21aaarmti,ZTF20acoxmsr,ZTF21abhtaiv,ZTF21abcnpnk,ZTF18abuoilc,ZTF21abfjgwr,ZTF21aagrhot,ZTF21abedvkp,ZTF18aagtwyh,0.0,44.9037,45.1591,45.9159,46.4036,46.7421,48.6551,48.6578,50.6078,50.8744,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Other,SLSN-I,SN Ia,SN Ia,SN Ia,AGN,SN Ia,SN Ia,SN Ia,SN Ia,0.06,0.193,0.071,0.081,0.099,0.33,0.08,0.1,0.13,0.066041
993,ZTF21abjcjmc,ZTF18aabeszt,ZTF20abyzomt,ZTF21aazqkeq,ZTF20acpkled,ZTF21aaoqbbw,ZTF20acpkjsn,ZTF20acwcfvx,ZTF21aaxtrlt,ZTF20acowddo,0.0,62.3082,63.8843,66.6593,67.7399,69.3393,70.3577,70.7766,70.8756,70.9883,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN Ia,SN II,SN II,SN Ia,SN IIn,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,0.02974,0.081,0.022125,0.0283,0.091,0.050162,0.056,0.077,0.08,0.073
994,ZTF21abjdiok,ZTF21abowpnd,ZTF21aahfjbs,ZTF21aazcjbh,ZTF21aaqpykm,ZTF21aaxstzy,ZTF21aarwlht,ZTF20acogesf,ZTF21abpjpxr,ZTF20ackkejs,0.0,41.8457,42.3415,45.2615,45.5069,45.8078,46.0783,46.1403,46.2283,46.9902,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia-pec,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.074,0.061306,0.073,0.1,0.06,0.069,0.08449,0.06,0.09,0.09171
995,ZTF21abjeyoh,ZTF20ackrqfi,ZTF21aaflzqy,ZTF21aarenhl,ZTF21aanyyde,ZTF21abbliav,ZTF21aapkvrd,ZTF20acpknjk,ZTF21aaoexgy,ZTF21aaswvyc,0.0,48.4327,48.5851,49.9303,50.8015,51.345,51.4709,51.6629,52.7122,55.0765,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia-pec,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.06,0.07,0.05,0.04,0.06,0.049,0.047,0.045,0.057,0.07
996,ZTF21abjrwhq,ZTF20acumcrz,ZTF20acuzfpk,ZTF20acwqndp,ZTF21abkkuja,ZTF21aantxma,ZTF20acrhrcy,ZTF20acyrodl,ZTF20achzugy,ZTF21abcgxwy,0.0,47.7442,49.3273,54.5891,55.8233,56.4796,58.5089,58.5541,58.9025,59.3556,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.05747,0.054,0.057,0.05313,0.054164,0.07023,0.1,0.049024,0.048,0.05358
997,ZTF21abjtqyq,ZTF21aaxstzy,ZTF20acjhhqx,ZTF20acwnrty,ZTF21aasyzkt,ZTF20acuzlib,ZTF21aaqizwm,ZTF20acrudzk,ZTF21aawzsew,ZTF21accuexh,0.0,41.6592,43.2566,44.9549,46.4808,47.3246,47.5806,49.4167,51.697,51.7485,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.097,0.069,0.04,0.065,0.062,0.08,0.06,0.04,0.04931,0.072
998,ZTF21abjvwdj,ZTF20acwuiuo,ZTF20acoqlav,ZTF20acpkses,ZTF21aaqyifh,ZTF20acrrssy,ZTF21aamjgfp,ZTF21aaaouyd,ZTF21aapduck,ZTF20acgcgnf,0.0,58.794,60.9386,64.3827,68.0094,68.0661,68.9053,68.9377,69.9401,70.0661,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN II,SN I,SN Ia,SN II,SN II-pec,SN II,SN Ia,SN I,SN Ia,SN Ia,0.04,0.108,0.09,0.045,0.0185,0.0296950005,0.065589,0.06127,0.058,0.096
999,ZTF21abkaoxe,ZTF18aansqom,ZTF20achadaa,ZTF18aafzers,ZTF21aalyvyw,ZTF21aagtceu,ZTF21aaswtok,ZTF20acsesce,ZTF21abfiuqf,ZTF20achzugy,0.0,51.4979,52.7266,55.6697,55.867,58.7006,61.2208,61.5071,63.2586,63.3444,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia-pec,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,0.0543,0.03,0.0369,0.048708,0.062128,0.044665,0.041,0.052,0.023646,0.048
1000,ZTF21abkavmp,ZTF20actskcf,ZTF20acpcuwx,ZTF21abbaerh,ZTF18abxhsyn,ZTF19acwiqrc,ZTF21abqfbya,ZTF21abmdhes,ZTF21aajdbhw,ZTF18aahfbqp,0.0,75.2236,80.6875,83.968,85.4892,87.3963,87.4764,89.8204,90.4641,91.1172,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,0.0366729982,0.028023,0.05,0.03426,0.03757,0.048,0.030655,0.04,0.04,0.041362
1001,ZTF21abkkuja,ZTF21abasxdp,ZTF21aasrdct,ZTF21aawtazf,ZTF21aantxma,ZTF18aadlaxo,ZTF20abzaknn,ZTF21abdthxn,ZTF20acajvrj,ZTF20acywefl,0.0,39.4109,42.8742,46.3749,47.1496,48.182,48.9379,49.4216,49.4836,49.9523,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.054164,0.07,0.080611,0.061948,0.07023,0.052953,0.094,0.099,0.0705,0.058596
1002,ZTF21abkkwie,ZTF21aaqpykm,ZTF21abpjpxr,ZTF20ackhzba,ZTF21aatvcdl,ZTF20ackdkva,ZTF21aafkpnp,ZTF21aaxzbrn,ZTF21aanefkx,ZTF21aaewexx,0.0,48.3931,52.7894,52.8195,52.8895,53.9662,54.3595,54.9586,55.2808,55.4117,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SLSN-II,SN Ia,0.05728,0.06,0.09,0.064,0.05,0.11,0.08,0.07,0.26,0.06
1003,ZTF21abklcjq,ZTF21aagbeah,ZTF21aanrvcq,ZTF21aanrhag,ZTF21aaukcog,ZTF18aafzers,ZTF21aapxogj,ZTF20acnzkxb,ZTF18aabeszt,ZTF20acgcgnf,0.0,59.6091,60.4732,61.5508,62.7667,62.8928,63.5792,63.9652,65.7247,66.6765,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ic,SN II,SN Ia-91T-like,SN IIb,SN II,SN Ia-pec,SN II,SN II,SN Ia,SN Ia,0.02508,0.04,0.068,0.039724,0.04,0.048708,0.060214,0.02690421,0.081,0.096
1004,ZTF21abklnfg,ZTF20acpumut,ZTF20acajvrj,ZTF18aabeszt,ZTF21abdlyrc,ZTF21abkrteb,ZTF20acmzoxo,ZTF21aanwfjk,ZTF21aaydwzt,ZTF21aalenaa,0.0,54.7094,57.0727,57.5228,58.8664,59.2718,61.1223,62.4251,62.7234,65.2207,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.08,0.082,0.0705,0.081,0.08,0.07295,0.028,0.065078,,0.097049
1005,ZTF21abkrteb,ZTF20acgzjje,ZTF20acjbhhp,ZTF18aabeszt,ZTF20acoqpbg,ZTF21aagtceu,ZTF20actfeym,ZTF20acoqlav,ZTF20achnfaa,ZTF20acwombm,0.0,54.1177,54.3059,54.9287,56.1981,57.0697,57.5055,57.7707,57.9125,58.2994,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,SN Ia,SN Ia,SN II,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,SN Ia,0.07295,0.07,0.050475,0.081,0.06017,0.044665,0.055905,0.09,0.055532,0.124
