# CREATED_DATE: 2020-12-09T21:31:40.767Z
# MODIFIED_DATE: 2022-03-15T23:27:22.676Z
# STATUS: NeedsTemplate
# OBS_GROUP: Unknown
# NON_DETECT_BAND: ZTF-Cam - r-ZTF
# BEST_SPEC_CLASS: SN IIn
# PHOTO_CLASS: SN Ib/c
# CONTEXT_CLASS: SN
# BEST_SPECTRUM: None
# HOST: Host: PSO J094456.578+310552.293; (09:44:56.58, +31:05:52.26)
# ABS_MAG_PEAK_BAND: None
# ANTARES_CLASSIFICATION: None
# INTERNAL_SURVEY: None
# NAME: 2020acct
# RA: 146.233562944998
# DEC: 31.0960382187106
# RA_ERR: None
# DEC_ERR: None
# DISC_DATE: 2020-12-10T10:09:07.200Z
# REDSHIFT: 0.035
# REDSHIFT_ERR: None
# REDSHIFT_SOURCE: None
# NON_DETECT_DATE: 2020-12-07T11:11:02Z
# NON_DETECT_LIMIT: 16.75
# MW_EBV: 0.026
# ABS_MAG_PEAK: None
# ABS_MAG_PEAK_DATE: None
# POSTAGE_STAMP_FILE: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_target.jpeg
# POSTAGE_STAMP_REF: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_ref.jpeg
# POSTAGE_STAMP_DIFF: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_diff.jpeg
# POSTAGE_STAMP_FILE_FITS: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_target.fits
# POSTAGE_STAMP_REF_FITS: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_ref.fits
# POSTAGE_STAMP_DIFF_FITS: 10LYSEnkg/59192/1094456061310545600_59192.649_110977480_101_diff.fits
# K2_VALIDATED: None
# K2_MSG: None
# TNS_SPEC_CLASS: SN IIn
# POINT_SOURCE_PROBABILITY: None
# ALT_STATUS: None
# SLUG: 2020acct
# REAL_BOGUS_SCORE: 0.99761
# HAS_HST: True
# HAS_SPITZER: None
# HAS_CHANDRA: False
# TAGS: [10, 29, 30, 33, 52, 77]

VARLIST:  MJD        FLT  FLUXCAL   FLUXCALERR    MAG     MAGERR     MAGSYS   TELESCOPE    INSTRUMENT   DQ
OBS:      59627.365  r-ZTF  -730.424  561.022  nan  -0.834  None  P48  ZTF-Cam  None
OBS:      59627.444  g-ZTF  373.075  742.922  21.071  2.163  None  P48  ZTF-Cam  None
OBS:      59629.408  g-ZTF  722.276  344.277  20.353  0.518  None  P48  ZTF-Cam  None
OBS:      59636.237  g-ZTF  -152.812  131.493  nan  -0.934  None  P48  ZTF-Cam  None
OBS:      59636.352  r-ZTF  -118.220  180.603  nan  -1.659  None  P48  ZTF-Cam  None
OBS:      59638.362  g-ZTF  -97.676  497.362  nan  -5.529  None  P48  ZTF-Cam  None
OBS:      59638.384  r-ZTF  -60.999  235.422  nan  -4.190  None  P48  ZTF-Cam  None
OBS:      59640.356  g-ZTF  -25.046  133.516  nan  -5.788  None  P48  ZTF-Cam  None
OBS:      59640.390  r-ZTF  25.499  190.215  23.984  8.101  None  P48  ZTF-Cam  None
OBS:      59965.342  r-ZTF  119.464  284.531  22.307  2.587  None  P48  ZTF-Cam  None
OBS:      59965.363  g-ZTF  -188.467  165.912  nan  -0.956  None  P48  ZTF-Cam  None
OBS:      59968.340  g-ZTF  -49.392  148.110  nan  -3.256  None  P48  ZTF-Cam  None
OBS:      59968.365  r-ZTF  2.917  178.269  26.338  66.363  None  P48  ZTF-Cam  None
OBS:      59971.345  r-ZTF  -262.822  217.515  nan  -0.899  None  P48  ZTF-Cam  None
OBS:      59971.375  g-ZTF  -209.805  145.285  nan  -0.752  None  P48  ZTF-Cam  None
OBS:      59977.298  r-ZTF  699.206  324.195  20.388  0.504  None  P48  ZTF-Cam  None
OBS:      59977.484  g-ZTF  -34.282  317.273  nan  -10.048  None  P48  ZTF-Cam  None
OBS:      59983.354  r-ZTF  665.248  475.114  20.443  0.776  None  P48  ZTF-Cam  None
OBS:      59983.404  g-ZTF  150.310  362.878  22.058  2.622  None  P48  ZTF-Cam  None
OBS:      59985.246  r-ZTF  248.832  236.183  21.510  1.031  None  P48  ZTF-Cam  None
OBS:      59985.259  g-ZTF  273.237  226.456  21.409  0.900  None  P48  ZTF-Cam  None
OBS:      59992.267  g-ZTF  -227.623  393.325  nan  -1.876  None  P48  ZTF-Cam  None
OBS:      59992.327  r-ZTF  -2946.343  2085.525  nan  -0.769  None  P48  ZTF-Cam  None
OBS:      59994.281  r-ZTF  -43.902  194.466  nan  -4.809  None  P48  ZTF-Cam  None
OBS:      59994.406  g-ZTF  -109.397  139.042  nan  -1.380  None  P48  ZTF-Cam  None
OBS:      60013.323  g-ZTF  -1130.508  693.530  nan  -0.666  None  P48  ZTF-Cam  None
OBS:      60017.218  g-ZTF  -192.084  129.136  nan  -0.730  None  P48  ZTF-Cam  None
OBS:      60021.219  r-ZTF  16768.847  7909.334  16.939  0.512  None  P48  ZTF-Cam  None
OBS:      60021.284  g-ZTF  -132.811  136.050  nan  -1.112  None  P48  ZTF-Cam  None
OBS:      60031.223  g-ZTF  -369.042  180.715  nan  -0.532  None  P48  ZTF-Cam  None
OBS:      60031.305  r-ZTF  153.032  208.242  22.038  1.478  None  P48  ZTF-Cam  None
OBS:      60042.176  r-ZTF  -516.507  256.114  nan  -0.538  None  P48  ZTF-Cam  None
OBS:      60042.266  g-ZTF  1427.596  1312.625  19.613  0.999  None  P48  ZTF-Cam  None
OBS:      60044.166  g-ZTF  203.466  140.741  21.729  0.751  None  P48  ZTF-Cam  None
OBS:      60044.187  r-ZTF  320.549  202.035  21.235  0.684  None  P48  ZTF-Cam  None
OBS:      60046.162  r-ZTF  267.849  215.369  21.430  0.873  None  P48  ZTF-Cam  None
OBS:      60046.197  g-ZTF  -51.110  125.499  nan  -2.666  None  P48  ZTF-Cam  None
OBS:      60050.173  g-ZTF  -412.552  144.414  nan  -0.380  None  P48  ZTF-Cam  None
OBS:      60050.204  r-ZTF  432.098  188.013  20.911  0.473  None  P48  ZTF-Cam  None
OBS:      60052.235  g-ZTF  -4.145  136.202  nan  -35.678  None  P48  ZTF-Cam  None
OBS:      60052.288  r-ZTF  20.062  190.026  24.244  10.287  None  P48  ZTF-Cam  None
OBS:      60054.177  g-ZTF  -451.494  153.987  nan  -0.370  None  P48  ZTF-Cam  None
OBS:      60056.182  r-ZTF  -24.033  203.669  nan  -9.201  None  P48  ZTF-Cam  None
OBS:      60056.202  g-ZTF  202.292  142.889  21.735  0.767  None  P48  ZTF-Cam  None
OBS:      60058.183  g-ZTF  -133.540  156.462  nan  -1.272  None  P48  ZTF-Cam  None
OBS:      60058.221  r-ZTF  487.234  232.819  20.781  0.519  None  P48  ZTF-Cam  None
OBS:      60060.174  r-ZTF  -131.663  344.115  nan  -2.838  None  P48  ZTF-Cam  None
OBS:      60060.199  g-ZTF  -380.538  212.091  nan  -0.605  None  P48  ZTF-Cam  None
OBS:      60064.165  g-ZTF  -941.504  1204.209  nan  -1.389  None  P48  ZTF-Cam  None
OBS:      60064.280  r-ZTF  -494.776  421.383  nan  -0.925  None  P48  ZTF-Cam  None
OBS:      59192.646  g  3392.945  126.368  18.674  0.037  None  Pan-STARRS1  GPC1  None
OBS:      59192.649  z  1504.921  222.709  19.556  0.148  None  Pan-STARRS1  GPC1  None
OBS:      59200.576  g  4600.870  156.934  18.343  0.037  None  Pan-STARRS1  GPC1  None
OBS:      59200.579  r  4625.514  193.088  18.337  0.045  None  Pan-STARRS1  GPC1  None
OBS:      59207.466  r  2372.466  87.081  19.062  0.040  None  Pan-STARRS1  GPC1  None
OBS:      59207.469  z  2061.199  133.130  19.215  0.070  None  Pan-STARRS1  GPC1  None
OBS:      59209.500  r  1873.268  305.565  19.319  0.177  None  Pan-STARRS1  GPC1  None
OBS:      59209.503  i  2032.919  221.118  19.230  0.118  None  Pan-STARRS1  GPC1  None
OBS:      59219.506  g  208.170  73.434  21.704  0.353  None  Pan-STARRS1  GPC1  None
OBS:      59219.509  z  724.703  141.078  20.350  0.211  None  Pan-STARRS1  GPC1  None
OBS:      59221.489  g  137.250  87.944  22.156  0.641  None  Pan-STARRS1  GPC1  None
OBS:      59221.492  i  493.765  75.776  20.766  0.167  None  Pan-STARRS1  GPC1  None
OBS:      59223.426  i  261.932  400.825  21.455  1.530  None  Pan-STARRS1  GPC1  None
OBS:      59228.547  g  -68.903  257.799  nan  -4.062  None  Pan-STARRS1  GPC1  None
OBS:      59228.549  i  205.875  291.902  21.716  1.418  None  Pan-STARRS1  GPC1  None
OBS:      59237.462  r  207.428  253.501  21.708  1.222  None  Pan-STARRS1  GPC1  None
OBS:      59237.465  z  550.181  359.327  20.649  0.653  None  Pan-STARRS1  GPC1  None
OBS:      59246.367  r  925.887  373.846  20.084  0.404  None  Pan-STARRS1  GPC1  None
OBS:      59246.370  i  490.937  191.606  20.772  0.390  None  Pan-STARRS1  GPC1  None
OBS:      59252.412  g  3230.874  101.526  18.727  0.034  None  Pan-STARRS1  GPC1  None
OBS:      59252.415  i  2536.530  95.470  18.989  0.041  None  Pan-STARRS1  GPC1  None
OBS:      59256.342  r  3221.383  195.158  18.730  0.061  None  Pan-STARRS1  GPC1  None
OBS:      59256.345  g  3295.344  169.338  18.705  0.051  None  Pan-STARRS1  GPC1  None
OBS:      59258.457  i  2468.766  247.987  19.019  0.109  None  Pan-STARRS1  GPC1  None
OBS:      59258.460  g  2968.110  268.523  18.819  0.098  None  Pan-STARRS1  GPC1  None
OBS:      59193.562  orange  4017.908  477.381  18.490  0.129  None  ATLAS  HKO  None
OBS:      59193.636  z  3191.538  264.556  18.740  0.090  None  Pan-STARRS1  GPC1  None
OBS:      59193.647  z  3311.311  152.492  18.700  0.050  None  Pan-STARRS1  GPC1  None
OBS:      59141.605  orange-ATLAS  955.873  324.997  20.049  0.340  None  ATLAS  HKO  None
OBS:      59141.611  orange-ATLAS  -98.719  316.394  nan  -3.480  None  ATLAS  HKO  None
OBS:      59141.628  orange-ATLAS  500.265  379.701  20.752  0.759  None  ATLAS  HKO  None
OBS:      59141.635  orange-ATLAS  -11.460  281.926  nan  -26.709  None  ATLAS  HKO  None
OBS:      59143.627  cyan-ATLAS  9341.143  7977.336  17.574  0.854  None  ATLAS  HKO  None
OBS:      59147.622  cyan-ATLAS  301.717  322.837  21.301  1.070  None  ATLAS  HKO  None
OBS:      59147.640  cyan-ATLAS  606.457  303.228  20.543  0.500  None  ATLAS  HKO  None
OBS:      59147.643  cyan-ATLAS  880.643  397.170  20.138  0.451  None  ATLAS  HKO  None
OBS:      59147.646  cyan-ATLAS  264.972  406.202  21.442  1.533  None  ATLAS  HKO  None
OBS:      59157.562  orange-ATLAS  -245.019  423.148  nan  -1.875  None  ATLAS  HKO  None
OBS:      59157.568  orange-ATLAS  470.327  461.391  20.819  0.981  None  ATLAS  HKO  None
OBS:      59157.573  orange-ATLAS  406.631  471.285  20.977  1.159  None  ATLAS  HKO  None
OBS:      59157.584  orange-ATLAS  -525.291  477.490  nan  -0.987  None  ATLAS  HKO  None
OBS:      59162.620  orange-ATLAS  -160.990  366.575  nan  -2.472  None  ATLAS  HKO  None
OBS:      59162.625  orange-ATLAS  -224.492  344.146  nan  -1.664  None  ATLAS  HKO  None
OBS:      59162.640  orange-ATLAS  716.473  404.807  20.362  0.565  None  ATLAS  HKO  None
OBS:      59162.644  orange-ATLAS  -288.669  497.088  nan  -1.870  None  ATLAS  HKO  None
OBS:      59179.595  orange-ATLAS  -67.983  287.364  nan  -4.589  None  ATLAS  HKO  None
OBS:      59179.597  orange-ATLAS  736.546  293.882  20.332  0.399  None  ATLAS  HKO  None
OBS:      59179.623  orange-ATLAS  394.821  304.012  21.009  0.770  None  ATLAS  HKO  None
OBS:      59179.643  orange-ATLAS  136.773  324.425  22.160  2.372  None  ATLAS  HKO  None
OBS:      59181.499  orange-ATLAS  616.027  668.390  20.526  1.085  None  ATLAS  HKO  None
OBS:      59181.505  orange-ATLAS  1380.384  478.993  19.650  0.347  None  ATLAS  HKO  None
OBS:      59181.508  orange-ATLAS  17.474  552.188  24.394  31.600  None  ATLAS  HKO  None
OBS:      59181.519  orange-ATLAS  2004.472  537.199  19.245  0.268  None  ATLAS  HKO  None
OBS:      59183.523  orange-ATLAS  269.898  1306.847  21.422  4.842  None  ATLAS  HKO  None
OBS:      59183.530  orange-ATLAS  776.962  1400.863  20.274  1.803  None  ATLAS  HKO  None
OBS:      59183.533  orange-ATLAS  -344.191  1133.422  nan  -3.575  None  ATLAS  HKO  None
OBS:      59183.542  orange-ATLAS  865.366  1415.739  20.157  1.636  None  ATLAS  HKO  None
OBS:      59184.524  orange-ATLAS  382.648  810.067  21.043  2.117  None  ATLAS  HKO  None
OBS:      59184.526  orange-ATLAS  537.527  947.659  20.674  1.763  None  ATLAS  HKO  None
OBS:      59184.529  orange-ATLAS  247.059  1051.729  21.518  4.257  None  ATLAS  HKO  None
OBS:      59184.535  orange-ATLAS  334.503  876.398  21.189  2.620  None  ATLAS  HKO  None
OBS:      59185.554  orange-ATLAS  1092.446  512.357  19.904  0.469  None  ATLAS  HKO  None
OBS:      59185.571  orange-ATLAS  242.326  469.870  21.539  1.939  None  ATLAS  HKO  None
OBS:      59185.579  orange-ATLAS  1278.792  453.971  19.733  0.355  None  ATLAS  HKO  None
OBS:      59185.583  orange-ATLAS  512.861  479.525  20.725  0.935  None  ATLAS  HKO  None
OBS:      59186.613  orange-ATLAS  -385.834  680.610  nan  -1.915  None  ATLAS  HKO  None
OBS:      59186.619  orange-ATLAS  910.332  610.833  20.102  0.671  None  ATLAS  HKO  None
OBS:      59186.621  orange-ATLAS  939.291  554.181  20.068  0.590  None  ATLAS  HKO  None
OBS:      59186.636  orange-ATLAS  1037.528  527.064  19.960  0.508  None  ATLAS  HKO  None
OBS:      59191.571  orange-ATLAS  201.187  547.832  21.741  2.723  None  ATLAS  HKO  None
OBS:      59191.574  orange-ATLAS  -613.197  565.981  nan  -1.002  None  ATLAS  HKO  None
OBS:      59191.577  orange-ATLAS  -219.180  392.989  nan  -1.947  None  ATLAS  HKO  None
OBS:      59191.582  orange-ATLAS  -705.992  415.829  nan  -0.639  None  ATLAS  HKO  None
OBS:      59193.562  orange-ATLAS  3470.564  333.174  18.649  0.096  None  ATLAS  HKO  None
OBS:      59193.569  orange-ATLAS  4591.980  293.887  18.345  0.064  None  ATLAS  HKO  None
OBS:      59193.571  orange-ATLAS  4634.469  268.799  18.335  0.058  None  ATLAS  HKO  None
OBS:      59193.592  orange-ATLAS  4843.954  290.637  18.287  0.060  None  ATLAS  HKO  None
OBS:      59195.621  cyan-ATLAS  6963.058  292.448  17.893  0.042  None  ATLAS  HKO  None
OBS:      59195.648  cyan-ATLAS  6823.387  279.759  17.915  0.041  None  ATLAS  HKO  None
OBS:      59195.660  cyan-ATLAS  8294.687  340.082  17.703  0.041  None  ATLAS  HKO  None
OBS:      59195.663  cyan-ATLAS  7798.301  366.520  17.770  0.047  None  ATLAS  HKO  None
OBS:      59197.396  cyan-ATLAS  6468.447  362.233  17.973  0.056  None  ATLAS  HKO  None
OBS:      59197.400  cyan-ATLAS  5722.687  354.807  18.106  0.062  None  ATLAS  HKO  None
OBS:      59197.406  cyan-ATLAS  6631.320  358.091  17.946  0.054  None  ATLAS  HKO  None
OBS:      59197.422  cyan-ATLAS  7085.981  382.643  17.874  0.054  None  ATLAS  HKO  None
OBS:      59205.514  cyan-ATLAS  2486.566  248.657  19.011  0.100  None  ATLAS  HKO  None
OBS:      59205.517  cyan-ATLAS  2839.226  210.103  18.867  0.074  None  ATLAS  HKO  None
OBS:      59205.542  cyan-ATLAS  2713.938  238.827  18.916  0.088  None  ATLAS  HKO  None
OBS:      59205.551  cyan-ATLAS  2346.389  211.175  19.074  0.090  None  ATLAS  HKO  None
OBS:      59207.523  cyan-ATLAS  1747.431  283.084  19.394  0.162  None  ATLAS  HKO  None
OBS:      59207.525  cyan-ATLAS  1770.109  302.689  19.380  0.171  None  ATLAS  HKO  None
OBS:      59207.529  cyan-ATLAS  2532.795  253.279  18.991  0.100  None  ATLAS  HKO  None
OBS:      59207.539  cyan-ATLAS  1755.497  268.591  19.389  0.153  None  ATLAS  HKO  None
OBS:      59208.510  orange-ATLAS  3050.703  387.439  18.789  0.127  None  ATLAS  HKO  None
OBS:      59208.516  orange-ATLAS  2516.518  415.225  18.998  0.165  None  ATLAS  HKO  None
OBS:      59208.519  orange-ATLAS  2686.581  454.032  18.927  0.169  None  ATLAS  HKO  None
OBS:      59208.536  orange-ATLAS  2894.676  408.149  18.846  0.141  None  ATLAS  HKO  None
OBS:      59209.523  orange-ATLAS  1818.026  329.063  19.351  0.181  None  ATLAS  HKO  None
OBS:      59209.524  orange-ATLAS  1601.032  368.237  19.489  0.230  None  ATLAS  HKO  None
OBS:      59209.527  orange-ATLAS  2011.870  360.125  19.241  0.179  None  ATLAS  HKO  None
OBS:      59209.547  orange-ATLAS  2238.721  394.015  19.125  0.176  None  ATLAS  HKO  None
OBS:      59211.524  orange-ATLAS  2010.018  715.566  19.242  0.356  None  ATLAS  HKO  None
OBS:      59211.662  orange-ATLAS  1153.453  402.555  19.845  0.349  None  ATLAS  HKO  None
OBS:      59211.665  orange-ATLAS  859.014  303.232  20.165  0.353  None  ATLAS  HKO  None
OBS:      59211.668  orange-ATLAS  793.597  379.339  20.251  0.478  None  ATLAS  HKO  None
OBS:      59212.482  orange-ATLAS  3241.903  1134.666  18.723  0.350  None  ATLAS  HKO  None
OBS:      59212.498  orange-ATLAS  -118.141  1627.272  nan  -14.955  None  ATLAS  HKO  None
OBS:      59212.500  orange-ATLAS  4184.080  3665.254  18.446  0.876  None  ATLAS  HKO  None
OBS:      59212.503  orange-ATLAS  2659.500  994.653  18.938  0.374  None  ATLAS  HKO  None
OBS:      59217.569  orange-ATLAS  1720.283  497.162  19.411  0.289  None  ATLAS  HKO  None
OBS:      59217.586  orange-ATLAS  1153.453  508.673  19.845  0.441  None  ATLAS  HKO  None
OBS:      59217.595  orange-ATLAS  827.180  488.036  20.206  0.590  None  ATLAS  HKO  None
OBS:      59217.600  orange-ATLAS  1775.007  482.802  19.377  0.272  None  ATLAS  HKO  None
OBS:      59219.548  orange-ATLAS  972.747  369.644  20.030  0.380  None  ATLAS  HKO  None
OBS:      59219.551  orange-ATLAS  536.537  348.213  20.676  0.649  None  ATLAS  HKO  None
OBS:      59219.563  orange-ATLAS  389.045  440.788  21.025  1.133  None  ATLAS  HKO  None
OBS:      59219.568  orange-ATLAS  943.626  359.522  20.063  0.381  None  ATLAS  HKO  None
OBS:      59221.496  orange-ATLAS  944.496  238.957  20.062  0.253  None  ATLAS  HKO  None
OBS:      59221.511  orange-ATLAS  702.102  312.435  20.384  0.445  None  ATLAS  HKO  None
OBS:      59221.535  orange-ATLAS  706.643  328.589  20.377  0.465  None  ATLAS  HKO  None
OBS:      59221.560  orange-ATLAS  930.679  356.450  20.078  0.383  None  ATLAS  HKO  None
OBS:      59222.475  cyan-ATLAS  42.894  251.232  23.419  5.857  None  ATLAS  HKO  None
OBS:      59222.479  cyan-ATLAS  -311.889  250.759  nan  -0.873  None  ATLAS  HKO  None
OBS:      59222.491  cyan-ATLAS  857.433  227.220  20.167  0.265  None  ATLAS  HKO  None
OBS:      59222.502  cyan-ATLAS  57.597  251.987  23.099  4.375  None  ATLAS  HKO  None
OBS:      59223.505  cyan-ATLAS  -485.289  11970.611  nan  -26.782  None  ATLAS  HKO  None
OBS:      59227.612  cyan-ATLAS  1010.183  270.729  19.989  0.268  None  ATLAS  HKO  None
OBS:      59227.619  cyan-ATLAS  -165.959  276.653  nan  -1.810  None  ATLAS  HKO  None
OBS:      59227.625  cyan-ATLAS  357.767  248.290  21.116  0.694  None  ATLAS  HKO  None
OBS:      59227.645  cyan-ATLAS  1836.538  1906.327  19.340  1.038  None  ATLAS  HKO  None
OBS:      59229.524  cyan-ATLAS  462.168  216.757  20.838  0.469  None  ATLAS  HKO  None
OBS:      59229.530  cyan-ATLAS  707.294  226.334  20.376  0.320  None  ATLAS  HKO  None
OBS:      59229.539  cyan-ATLAS  655.239  220.160  20.459  0.336  None  ATLAS  HKO  None
OBS:      59229.551  cyan-ATLAS  460.469  182.346  20.842  0.396  None  ATLAS  HKO  None
OBS:      59231.473  cyan-ATLAS  931.537  297.160  20.077  0.319  None  ATLAS  HKO  None
OBS:      59231.475  cyan-ATLAS  695.024  303.031  20.395  0.436  None  ATLAS  HKO  None
OBS:      59231.492  cyan-ATLAS  197.333  272.714  21.762  1.382  None  ATLAS  HKO  None
OBS:      59231.495  cyan-ATLAS  -108.243  256.211  nan  -2.570  None  ATLAS  HKO  None
OBS:      59233.464  cyan-ATLAS  846.447  356.354  20.181  0.421  None  ATLAS  HKO  None
OBS:      59233.479  cyan-ATLAS  -1277.615  987.596  nan  -0.839  None  ATLAS  HKO  None
OBS:      59233.498  cyan-ATLAS  -769.130  6153.044  nan  -8.686  None  ATLAS  HKO  None
OBS:      59233.503  cyan-ATLAS  4401.493  11003.732  18.391  2.500  None  ATLAS  HKO  None
OBS:      59235.501  cyan-ATLAS  321.218  457.415  21.233  1.424  None  ATLAS  HKO  None
OBS:      59235.508  cyan-ATLAS  934.114  405.406  20.074  0.434  None  ATLAS  HKO  None
OBS:      59235.513  cyan-ATLAS  176.198  479.257  21.885  2.720  None  ATLAS  HKO  None
OBS:      59235.547  cyan-ATLAS  1598.085  671.196  19.491  0.420  None  ATLAS  HKO  None
OBS:      59245.499  orange-ATLAS  1137.627  575.639  19.860  0.506  None  ATLAS  HKO  None
OBS:      59245.505  orange-ATLAS  547.016  547.016  20.655  1.000  None  ATLAS  HKO  None
OBS:      59245.513  orange-ATLAS  294.036  563.078  21.329  1.915  None  ATLAS  HKO  None
OBS:      59245.537  orange-ATLAS  1496.925  607.751  19.562  0.406  None  ATLAS  HKO  None
OBS:      59249.624  orange-ATLAS  2000.783  1126.441  19.247  0.563  None  ATLAS  HKO  None
OBS:      59249.627  orange-ATLAS  4309.233  2520.901  18.414  0.585  None  ATLAS  HKO  None
OBS:      59249.634  orange-ATLAS  2251.127  427.714  19.119  0.190  None  ATLAS  HKO  None
OBS:      59249.653  orange-ATLAS  2214.114  726.229  19.137  0.328  None  ATLAS  HKO  None
OBS:      59249.670  orange-ATLAS  1768.479  1609.316  19.381  0.910  None  ATLAS  HKO  None
OBS:      59251.472  cyan-ATLAS  3794.897  273.233  18.552  0.072  None  ATLAS  HKO  None
OBS:      59251.495  cyan-ATLAS  3302.174  217.944  18.703  0.066  None  ATLAS  HKO  None
OBS:      59251.512  cyan-ATLAS  2964.831  234.222  18.820  0.079  None  ATLAS  HKO  None
OBS:      59251.517  cyan-ATLAS  2787.405  250.866  18.887  0.090  None  ATLAS  HKO  None
OBS:      59253.478  cyan-ATLAS  3577.668  225.393  18.616  0.063  None  ATLAS  HKO  None
OBS:      59253.481  cyan-ATLAS  3326.596  229.535  18.695  0.069  None  ATLAS  HKO  None
OBS:      59253.516  cyan-ATLAS  3518.844  232.244  18.634  0.066  None  ATLAS  HKO  None
OBS:      59253.521  cyan-ATLAS  3124.640  237.473  18.763  0.076  None  ATLAS  HKO  None
OBS:      59255.403  cyan-ATLAS  3460.987  263.035  18.652  0.076  None  ATLAS  HKO  None
OBS:      59255.405  cyan-ATLAS  3388.442  257.522  18.675  0.076  None  ATLAS  HKO  None
